county_fips,epg_natural_gas,clean_energy_jobs,grid_infrastructure_jobs,any_tech_1000_100_coverage,any_tech_100_20_coverage,cable_fiber_100_20_coverage,fiber_100_20_coverage,fiber_availability,high_speed_wired_coverage,land_value_1_4_acre_standardized,commercial_price,industrial_price,num_datacenters
12129,5.0,15.0,76.79184796406489,0.0833,0.9999,0.2495,0.0834,0.0833,0.0833,86600.0,0.1355345242727106,0.1010340071552576,0.0
12131,5.0,27.10002895630455,483.49005065857506,0.4228,1.0,0.9365,0.422,0.4217,0.4228,474800.0,0.1201804734593321,0.0822496500920738,0.0
12133,5.0,15.0,93.1275878153119,0.2726,1.0,0.9095,0.251,0.2278,0.2726,47300.0,0.1384932354221828,0.0510935073863595,0.0
12999,173.4020761042807,244.18240798724892,3691.323963157156,0.2845,1.0,0.8172,0.2845,0.2845,0.2845,,,,
13001,5.0,15.0,26.77914757602023,0.3272,0.9999,0.5542,0.3272,0.3272,0.3272,81900.0,0.1172727558778972,0.080981537078129,0.0
13003,5.0,15.0,20.0,0.4376,1.0,0.6007,0.3247,0.314,0.4376,,0.1310515332208626,0.0706662330952433,0.0
13005,5.0,15.0,94.62037306600732,0.7063,1.0,0.7595,0.7425,0.7063,0.7063,,0.1277273471315515,0.059000879482841,0.0
13007,5.0,15.0,20.0,0.9618,1.0,0.9932,0.9618,0.9618,0.9618,,0.1260247895866012,0.0403612936328596,0.0
13009,5.0,162.71287149876125,46.65028770930649,0.3463,0.9999,0.5231,0.3463,0.3463,0.3463,84300.0,0.1158157316877674,0.0694137405501901,0.0014388489208633
13011,5.0,15.0,52.32366637185082,0.5558,1.0,0.9495,0.5579,0.5549,0.5558,116800.0,0.1155570578082122,0.0760862484325009,0.2784810126582278
13013,5.0,24.865417329591,260.48212770367354,0.5792,1.0,0.968,0.5792,0.5792,0.5792,178400.0,0.1041655334937423,0.0724879682243983,0.0
13015,5.0,37.498895898472725,495.671330566077,0.14,1.0,0.6477,0.1653,0.1282,0.14,156200.0,0.1126568097930315,0.0573738429751232,1.836734693877551
13017,5.0,15.0,20.0,0.6616,1.0,0.7054,0.6668,0.6616,0.6616,32500.0,0.1369143832576928,0.1137444294128648,0.0
13019,5.0,15.0,20.0,0.0451,1.0,0.0909,0.0451,0.0451,0.0451,51300.0,0.1321023662784434,0.0916604666632497,0.0
13021,26.27399068338126,33.051439933291825,251.77996654752667,0.6846,1.0,0.8505,0.6945,0.6846,0.6846,56100.0,0.1164928188194805,0.0693347907430238,10.06101986249045
13023,5.0,15.0,20.0,0.9976,1.0,0.9976,0.9976,0.9976,0.9976,,0.1326736656134599,0.0752958852711516,0.0
13025,5.0,15.0,66.46204634190974,0.1812,1.0,0.5631,0.2114,0.1803,0.1812,109800.0,0.1272261955049962,0.0652895773062175,0.0
13027,5.0,15.0,27.122961851753804,0.5987,1.0,0.7706,0.5987,0.5987,0.5987,,0.1235634409355947,0.0944766908144458,0.0
13029,5.0,15.0,25.964059236656144,0.3785,1.0,0.5291,0.3785,0.3785,0.3785,107300.0,0.0996496808537743,0.0941808238176298,0.0
13031,5.0,26.770680897412557,104.18642064051129,0.2977,1.0,0.9727,0.2555,0.2468,0.2977,80800.0,0.1021993035346201,0.0979765108240327,1.0
13033,36.295023400299,29.383390971771004,2666.772887365954,0.0,1.0,0.0023,0.0,0.0,0.0,64800.0,0.1150128753103253,0.1108754443301674,0.0
13035,5.0,15.0,40.11480682281258,0.1664,1.0,0.2245,0.1665,0.1664,0.1664,123600.0,0.1158379342034036,0.0714885679075775,0.0042735042735042
13037,5.0,80.09782335171894,20.0,0.7248,1.0,0.9658,0.6214,0.6185,0.7248,,0.1299920464290759,0.0863052188817019,0.0
13039,5.0,15.0,30.16994882670011,0.3063,1.0,0.5573,0.3424,0.2994,0.3063,117500.0,0.1213662706085674,0.0694750295140295,0.0
13043,5.0,15.0,153.44437111406248,0.0814,1.0,0.0814,0.0814,0.0814,0.0814,,0.0998830478353159,0.0891304741436955,0.0
