# Title: January - December 2023 Contiguous U.S. County Heating Degree Days
# Units: Fahrenheit Degree-Days
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
OK-147,Washington County,Oklahoma,3506,10,-597,4103
OK-149,Washita County,Oklahoma,3235,8,-615,3850
OK-151,Woods County,Oklahoma,3770,8,-681,4451
OK-153,Woodward County,Oklahoma,3730,10,-660,4390
OR-001,Baker County,Oregon,7301,31,-401,7702
OR-003,Benton County,Oregon,4729,23,-339,5068
OR-005,Clackamas County,Oregon,5824,14,-599,6423
OR-007,Clatsop County,Oregon,5180,13,-683,5863
OR-009,Columbia County,Oregon,5004,12,-660,5664
OR-011,Coos County,Oregon,4587,29,-448,5035
OR-013,Crook County,Oregon,7035,25,-474,7509
OR-015,Curry County,Oregon,4660,36,-308,4968
OR-017,Deschutes County,Oregon,7472,21,-464,7936
OR-019,Douglas County,Oregon,5235,24,-414,5649
OR-021,Gilliam County,Oregon,5595,21,-559,6154
OR-023,Grant County,Oregon,7545,27,-445,7990
OR-025,Harney County,Oregon,7207,44,-373,7580
OR-027,Hood River County,Oregon,6859,13,-644,7503
OR-029,Jackson County,Oregon,5600,28,-377,5977
OR-031,Jefferson County,Oregon,6332,15,-583,6915
OR-033,Josephine County,Oregon,5359,32,-360,5719
OR-035,Klamath County,Oregon,7525,27,-461,7986
OR-037,Lake County,Oregon,7420,39,-357,7777
OR-039,Lane County,Oregon,5474,21,-407,5881
OR-041,Lincoln County,Oregon,4846,24,-338,5184
OR-043,Linn County,Oregon,5635,19,-476,6111
OR-045,Malheur County,Oregon,6681,50,-241,6922
OR-047,Marion County,Oregon,5407,18,-517,5924
OR-049,Morrow County,Oregon,5652,14,-660,6312
OR-051,Multnomah County,Oregon,4839,16,-608,5447
OR-053,Polk County,Oregon,4781,17,-477,5258
OR-055,Sherman County,Oregon,5639,16,-564,6203
OR-057,Tillamook County,Oregon,5389,17,-562,5951
OR-059,Umatilla County,Oregon,5912,12,-714,6626
OR-061,Union County,Oregon,7479,28,-493,7972
OR-063,Wallowa County,Oregon,7730,25,-497,8227
OR-065,Wasco County,Oregon,6068,15,-567,6635
OR-067,Washington County,Oregon,5012,17,-549,5561
OR-069,Wheeler County,Oregon,6595,29,-401,6996
OR-071,Yamhill County,Oregon,4828,19,-433,5261
PA-001,Adams County,Pennsylvania,4548,2,-1167,5715
PA-003,Allegheny County,Pennsylvania,4721,2,-1154,5875
PA-005,Armstrong County,Pennsylvania,5310,3,-1100,6410
PA-007,Beaver County,Pennsylvania,5149,5,-897,6046
PA-009,Bedford County,Pennsylvania,5021,3,-1096,6117
PA-011,Berks County,Pennsylvania,4710,2,-1180,5890
PA-013,Blair County,Pennsylvania,5333,3,-1115,6448
PA-015,Bradford County,Pennsylvania,6040,2,-1205,7245
PA-017,Bucks County,Pennsylvania,4534,1,-1262,5796
PA-019,Butler County,Pennsylvania,5308,4,-1125,6433
PA-021,Cambria County,Pennsylvania,5871,4,-1025,6896
PA-023,Cameron County,Pennsylvania,5959,4,-1053,7012
PA-025,Carbon County,Pennsylvania,5704,3,-1301,7005
PA-027,Centre County,Pennsylvania,5557,3,-1017,6574
PA-029,Chester County,Pennsylvania,4441,1,-1175,5616
PA-031,Clarion County,Pennsylvania,5652,3,-1228,6880
PA-033,Clearfield County,Pennsylvania,5770,4,-1161,6931
PA-035,Clinton County,Pennsylvania,5719,4,-991,6710
PA-037,Columbia County,Pennsylvania,5465,2,-1200,6665
PA-039,Crawford County,Pennsylvania,5828,4,-1282,7110
PA-041,Cumberland County,Pennsylvania,4567,2,-1188,5755
PA-043,Dauphin County,Pennsylvania,4670,1,-1324,5994
PA-045,Delaware County,Pennsylvania,3988,1,-1238,5226
PA-047,Elk County,Pennsylvania,5914,2,-1441,7355
PA-049,Erie County,Pennsylvania,5820,5,-1219,7039
PA-051,Fayette County,Pennsylvania,5197,4,-876,6073
PA-053,Forest County,Pennsylvania,5922,4,-1302,7224
PA-055,Franklin County,Pennsylvania,4652,2,-1110,5762
PA-057,Fulton County,Pennsylvania,4745,2,-1128,5873
PA-059,Greene County,Pennsylvania,4905,6,-902,5807
PA-061,Huntingdon County,Pennsylvania,4969,2,-1121,6090
PA-063,Indiana County,Pennsylvania,5515,4,-1015,6530
PA-065,Jefferson County,Pennsylvania,5690,2,-1392,7082
PA-067,Juniata County,Pennsylvania,4873,2,-1053,5926
PA-069,Lackawanna County,Pennsylvania,5878,1,-1420,7298
PA-071,Lancaster County,Pennsylvania,4471,1,-1234,5705
PA-073,Lawrence County,Pennsylvania,5272,4,-1113,6385
PA-075,Lebanon County,Pennsylvania,4726,1,-1278,6004
PA-077,Lehigh County,Pennsylvania,4831,2,-1269,6100
PA-079,Luzerne County,Pennsylvania,5756,2,-1324,7080
PA-081,Lycoming County,Pennsylvania,5703,2,-1186,6889
PA-083,McKean County,Pennsylvania,6140,2,-1505,7645
PA-085,Mercer County,Pennsylvania,5527,4,-1311,6838
PA-087,Mifflin County,Pennsylvania,5047,2,-1033,6080
PA-089,Monroe County,Pennsylvania,5859,3,-1317,7176
PA-091,Montgomery County,Pennsylvania,4327,1,-1253,5580
PA-093,Montour County,Pennsylvania,5194,2,-1195,6389
PA-095,Northampton County,Pennsylvania,4982,2,-1377,6359
PA-097,Northumberland County,Pennsylvania,5154,2,-1182,6336
PA-099,Perry County,Pennsylvania,4748,2,-1157,5905
PA-101,Philadelphia County,Pennsylvania,3923,1,-1275,5198
PA-103,Pike County,Pennsylvania,5922,3,-1308,7230
PA-105,Potter County,Pennsylvania,6339,4,-1145,7484
PA-107,Schuylkill County,Pennsylvania,5385,2,-1203,6588
PA-109,Snyder County,Pennsylvania,5040,2,-1111,6151
PA-111,Somerset County,Pennsylvania,5811,3,-1050,6861
PA-113,Sullivan County,Pennsylvania,6431,2,-1195,7626
PA-115,Susquehanna County,Pennsylvania,6047,1,-1324,7371
PA-117,Tioga County,Pennsylvania,6237,1,-1217,7454
PA-119,Union County,Pennsylvania,5239,2,-1137,6376
PA-121,Venango County,Pennsylvania,5708,4,-1263,6971
PA-123,Warren County,Pennsylvania,6087,4,-1300,7387
PA-125,Washington County,Pennsylvania,4890,3,-1021,5911
PA-127,Wayne County,Pennsylvania,6107,1,-1338,7445
PA-129,Westmoreland County,Pennsylvania,4973,2,-1080,6053
PA-131,Wyoming County,Pennsylvania,5759,1,-1398,7157
PA-133,York County,Pennsylvania,4405,1,-1322,5727
RI-001,Bristol County,Rhode Island,4888,2,-1104,5992
RI-003,Kent County,Rhode Island,5128,2,-1259,6387
RI-005,Newport County,Rhode Island,4917,2,-1103,6020
RI-007,Providence County,Rhode Island,5216,2,-1276,6492
RI-009,Washington County,Rhode Island,4923,2,-1344,6267
SC-001,Abbeville County,South Carolina,2311,3,-775,3086
SC-003,Aiken County,South Carolina,1964,3,-664,2628
SC-005,Allendale County,South Carolina,1917,5,-491,2408
SC-007,Anderson County,South Carolina,2470,4,-752,3222
SC-009,Bamberg County,South Carolina,2037,15,-408,2445
SC-011,Barnwell County,South Carolina,2002,5,-505,2507
SC-013,Beaufort County,South Carolina,1391,2,-620,2011
SC-015,Berkeley County,South Carolina,1684,4,-664,2348
SC-017,Calhoun County,South Carolina,1916,3,-627,2543
SC-019,Charleston County,South Carolina,1474,2,-714,2188
SC-021,Cherokee County,South Carolina,2802,4,-669,3471
SC-023,Chester County,South Carolina,2561,4,-624,3185
SC-025,Chesterfield County,South Carolina,2383,4,-720,3103
SC-027,Clarendon County,South Carolina,1920,4,-610,2530
SC-029,Colleton County,South Carolina,1666,3,-643,2309
SC-031,Darlington County,South Carolina,2141,3,-719,2860
SC-033,Dillon County,South Carolina,2084,3,-742,2826
SC-035,Dorchester County,South Carolina,1638,2,-715,2353
SC-037,Edgefield County,South Carolina,2039,2,-720,2759
SC-039,Fairfield County,South Carolina,2322,3,-669,2991
SC-041,Florence County,South Carolina,1965,4,-700,2665
SC-043,Georgetown County,South Carolina,1906,6,-518,2424
SC-045,Greenville County,South Carolina,2689,4,-758,3447
SC-047,Greenwood County,South Carolina,2266,3,-747,3013
SC-049,Hampton County,South Carolina,1751,4,-555,2306
SC-051,Horry County,South Carolina,2035,4,-580,2615
SC-053,Jasper County,South Carolina,1514,2,-606,2120
SC-055,Kershaw County,South Carolina,2231,2,-752,2983
SC-057,Lancaster County,South Carolina,2486,2,-759,3245
SC-059,Laurens County,South Carolina,2445,4,-693,3138
SC-061,Lee County,South Carolina,2078,2,-738,2816
SC-063,Lexington County,South Carolina,2033,3,-754,2787
SC-065,McCormick County,South Carolina,2139,3,-753,2892
SC-067,Marion County,South Carolina,1987,3,-670,2657
SC-069,Marlboro County,South Carolina,2184,4,-751,2935
SC-071,Newberry County,South Carolina,2278,4,-726,3004
SC-073,Oconee County,South Carolina,2827,6,-553,3380
SC-075,Orangeburg County,South Carolina,1913,4,-575,2488
SC-077,Pickens County,South Carolina,2705,4,-751,3456
SC-079,Richland County,South Carolina,2026,3,-675,2701
SC-081,Saluda County,South Carolina,2152,1,-758,2910
SC-083,Spartanburg County,South Carolina,2638,4,-721,3359
SC-085,Sumter County,South Carolina,1940,2,-697,2637
SC-087,Union County,South Carolina,2569,4,-647,3216
SC-089,Williamsburg County,South Carolina,1917,4,-600,2517
SC-091,York County,South Carolina,2700,5,-659,3359
SD-003,Aurora County,South Dakota,7223,24,-568,7791
SD-005,Beadle County,South Dakota,7611,22,-569,8180
SD-007,Bennett County,South Dakota,6742,15,-791,7533
SD-009,Bon Homme County,South Dakota,6709,21,-603,7312
SD-011,Brookings County,South Dakota,7940,19,-676,8616
SD-013,Brown County,South Dakota,8434,31,-466,8900
SD-015,Brule County,South Dakota,7048,23,-637,7685
SD-017,Buffalo County,South Dakota,7434,30,-526,7960
SD-019,Butte County,South Dakota,7165,17,-827,7992
SD-021,Campbell County,South Dakota,8327,37,-422,8749
SD-023,Charles Mix County,South Dakota,6715,23,-581,7296
SD-025,Clark County,South Dakota,8085,18,-727,8812
SD-027,Clay County,South Dakota,6737,18,-656,7393
SD-029,Codington County,South Dakota,8269,15,-821,9090
SD-031,Corson County,South Dakota,8021,35,-547,8568
SD-033,Custer County,South Dakota,7140,21,-666,7806
SD-035,Davison County,South Dakota,7306,39,-369,7675
SD-037,Day County,South Dakota,8510,23,-627,9137
SD-039,Deuel County,South Dakota,7992,14,-909,8901
SD-041,Dewey County,South Dakota,7590,25,-671,8261
SD-043,Douglas County,South Dakota,7035,27,-492,7527
SD-045,Edmunds County,South Dakota,8306,31,-462,8768
SD-047,Fall River County,South Dakota,6711,20,-652,7363
SD-049,Faulk County,South Dakota,8077,27,-531,8608
SD-051,Grant County,South Dakota,8029,16,-804,8833
SD-053,Gregory County,South Dakota,6715,21,-637,7352
SD-055,Haakon County,South Dakota,7053,23,-658,7711
SD-057,Hamlin County,South Dakota,8068,15,-835,8903
SD-059,Hand County,South Dakota,7784,31,-514,8298
SD-061,Hanson County,South Dakota,7353,37,-377,7730
SD-063,Harding County,South Dakota,7462,11,-1115,8577
SD-065,Hughes County,South Dakota,7357,28,-561,7918
SD-067,Hutchinson County,South Dakota,7027,25,-558,7585
SD-069,Hyde County,South Dakota,7829,26,-570,8399
SD-071,Jackson County,South Dakota,6649,19,-720,7369
SD-073,Jerauld County,South Dakota,7503,28,-524,8027
SD-075,Jones County,South Dakota,6802,19,-717,7519
SD-077,Kingsbury County,South Dakota,7863,20,-654,8517
SD-079,Lake County,South Dakota,7698,21,-599,8297
SD-081,Lawrence County,South Dakota,7983,34,-530,8513
SD-083,Lincoln County,South Dakota,7081,18,-685,7766
SD-085,Lyman County,South Dakota,7011,28,-576,7587
SD-087,McCook County,South Dakota,7304,19,-631,7935
SD-089,McPherson County,South Dakota,8709,41,-343,9052
SD-091,Marshall County,South Dakota,8755,38,-395,9150
SD-093,Meade County,South Dakota,7016,19,-786,7802
SD-095,Mellette County,South Dakota,6548,15,-786,7334
SD-097,Miner County,South Dakota,7604,23,-497,8101
SD-099,Minnehaha County,South Dakota,7222,14,-869,8091
SD-101,Moody County,South Dakota,7708,21,-638,8346
SD-102,Oglala Lakota County,South Dakota,6604,18,-734,7338
SD-103,Pennington County,South Dakota,7091,17,-742,7833
SD-105,Perkins County,South Dakota,7635,15,-943,8578
SD-107,Potter County,South Dakota,7971,25,-635,8606
SD-109,Roberts County,South Dakota,8210,20,-715,8925
SD-111,Sanborn County,South Dakota,7499,39,-376,7875
SD-115,Spink County,South Dakota,7901,23,-574,8475
SD-117,Stanley County,South Dakota,7196,29,-577,7773
SD-119,Sully County,South Dakota,7613,28,-602,8215
SD-121,Todd County,South Dakota,6747,24,-671,7418
SD-123,Tripp County,South Dakota,6711,22,-668,7379
SD-125,Turner County,South Dakota,7009,19,-710,7719
SD-127,Union County,South Dakota,6722,17,-672,7394
SD-129,Walworth County,South Dakota,8066,25,-606,8672
SD-135,Yankton County,South Dakota,6747,20,-704,7451
SD-137,Ziebach County,South Dakota,7342,18,-822,8164
TN-001,Anderson County,Tennessee,3396,3,-786,4182
TN-003,Bedford County,Tennessee,2990,1,-815,3805
TN-005,Benton County,Tennessee,3040,2,-834,3874
TN-007,Bledsoe County,Tennessee,3413,3,-792,4205
TN-009,Blount County,Tennessee,3178,1,-776,3954
TN-011,Bradley County,Tennessee,2856,1,-798,3654
TN-013,Campbell County,Tennessee,3843,3,-698,4541
TN-015,Cannon County,Tennessee,3217,2,-786,4003
TN-017,Carroll County,Tennessee,3045,4,-839,3884
TN-019,Carter County,Tennessee,4177,4,-818,4995
TN-021,Cheatham County,Tennessee,3033,1,-950,3983
TN-023,Chester County,Tennessee,2862,1,-845,3707
TN-025,Claiborne County,Tennessee,3762,2,-708,4470
TN-027,Clay County,Tennessee,3271,2,-873,4144
TN-029,Cocke County,Tennessee,3336,1,-784,4120
TN-031,Coffee County,Tennessee,3176,1,-810,3986
TN-033,Crockett County,Tennessee,2918,3,-878,3796
TN-035,Cumberland County,Tennessee,3829,4,-765,4594
TN-037,Davidson County,Tennessee,2949,1,-947,3896
TN-039,Decatur County,Tennessee,2839,1,-860,3699
TN-041,DeKalb County,Tennessee,3214,2,-798,4012
TN-043,Dickson County,Tennessee,3114,1,-953,4067
TN-045,Dyer County,Tennessee,2928,2,-911,3839
TN-047,Fayette County,Tennessee,2696,2,-818,3514
TN-049,Fentress County,Tennessee,3824,3,-854,4678
TN-051,Franklin County,Tennessee,3037,1,-803,3840
TN-053,Gibson County,Tennessee,2979,2,-899,3878
TN-055,Giles County,Tennessee,3096,4,-696,3792
TN-057,Grainger County,Tennessee,3449,1,-767,4216
TN-059,Greene County,Tennessee,3445,5,-705,4150
TN-061,Grundy County,Tennessee,3540,5,-782,4322
TN-063,Hamblen County,Tennessee,3313,1,-765,4078
TN-065,Hamilton County,Tennessee,2859,1,-836,3695
TN-067,Hancock County,Tennessee,3630,1,-766,4396
TN-069,Hardeman County,Tennessee,2812,2,-813,3625
TN-071,Hardin County,Tennessee,2746,1,-851,3597
TN-073,Hawkins County,Tennessee,3466,2,-750,4216
TN-075,Haywood County,Tennessee,2847,3,-847,3694
TN-077,Henderson County,Tennessee,2919,2,-859,3778
TN-079,Henry County,Tennessee,3193,4,-785,3978
TN-081,Hickman County,Tennessee,3047,1,-895,3942
TN-083,Houston County,Tennessee,3139,1,-880,4019
TN-085,Humphreys County,Tennessee,3074,1,-879,3953
TN-087,Jackson County,Tennessee,3195,1,-845,4040
TN-089,Jefferson County,Tennessee,3195,2,-806,4001
TN-091,Johnson County,Tennessee,4620,7,-770,5390
TN-093,Knox County,Tennessee,3126,2,-809,3935
TN-095,Lake County,Tennessee,3028,2,-900,3928
TN-097,Lauderdale County,Tennessee,2846,3,-819,3665
TN-099,Lawrence County,Tennessee,3078,3,-787,3865
TN-101,Lewis County,Tennessee,3066,2,-878,3944
TN-103,Lincoln County,Tennessee,2962,3,-724,3686
TN-105,Loudon County,Tennessee,3020,1,-794,3814
TN-107,McMinn County,Tennessee,2967,1,-809,3776
TN-109,McNairy County,Tennessee,2817,1,-787,3604
TN-111,Macon County,Tennessee,3354,3,-817,4171
TN-113,Madison County,Tennessee,2876,2,-878,3754
TN-115,Marion County,Tennessee,3058,1,-821,3879
TN-117,Marshall County,Tennessee,3034,1,-813,3847
TN-119,Maury County,Tennessee,3049,3,-858,3907
TN-121,Meigs County,Tennessee,2988,2,-808,3796
TN-123,Monroe County,Tennessee,3210,1,-741,3951
TN-125,Montgomery County,Tennessee,3093,1,-970,4063
TN-127,Moore County,Tennessee,3006,1,-785,3791
TN-129,Morgan County,Tennessee,3668,3,-810,4478
TN-131,Obion County,Tennessee,3085,2,-913,3998
TN-133,Overton County,Tennessee,3402,2,-925,4327
TN-135,Perry County,Tennessee,2914,2,-891,3805
TN-137,Pickett County,Tennessee,3471,2,-931,4402
TN-139,Polk County,Tennessee,3099,2,-717,3816
TN-141,Putnam County,Tennessee,3349,1,-885,4234
TN-143,Rhea County,Tennessee,3202,2,-790,3992
TN-145,Roane County,Tennessee,3112,1,-826,3938
TN-147,Robertson County,Tennessee,3228,1,-891,4119
TN-149,Rutherford County,Tennessee,2992,1,-851,3843
TN-151,Scott County,Tennessee,3891,2,-797,4688
TN-153,Sequatchie County,Tennessee,3356,3,-799,4155
TN-155,Sevier County,Tennessee,3643,5,-674,4317
TN-157,Shelby County,Tennessee,2576,3,-761,3337
TN-159,Smith County,Tennessee,3180,1,-763,3943
TN-161,Stewart County,Tennessee,3184,2,-843,4027
TN-163,Sullivan County,Tennessee,3613,2,-816,4429
TN-165,Sumner County,Tennessee,3182,1,-889,4071
TN-167,Tipton County,Tennessee,2764,2,-756,3520
TN-169,Trousdale County,Tennessee,3162,2,-822,3984
TN-171,Unicoi County,Tennessee,4272,6,-667,4939
TN-173,Union County,Tennessee,3530,2,-721,4251
TN-175,Van Buren County,Tennessee,3496,3,-788,4284
TN-177,Warren County,Tennessee,3277,2,-786,4063
TN-179,Washington County,Tennessee,3543,4,-727,4270
TN-181,Wayne County,Tennessee,2912,1,-890,3802
TN-183,Weakley County,Tennessee,3086,3,-881,3967
TN-185,White County,Tennessee,3369,2,-825,4194
TN-187,Williamson County,Tennessee,3054,1,-891,3945
TN-189,Wilson County,Tennessee,3069,1,-842,3911
TX-001,Anderson County,Texas,1795,10,-461,2256
TX-003,Andrews County,Texas,2406,6,-578,2984
TX-005,Angelina County,Texas,1483,4,-554,2037
TX-007,Aransas County,Texas,676,5,-511,1187
TX-009,Archer County,Texas,2324,7,-637,2961
TX-011,Armstrong County,Texas,3224,5,-836,4060
TX-013,Atascosa County,Texas,944,4,-460,1404
TX-015,Austin County,Texas,1012,3,-664,1676
TX-017,Bailey County,Texas,3461,8,-655,4116
TX-019,Bandera County,Texas,1457,7,-503,1960
TX-021,Bastrop County,Texas,1267,4,-577,1844
TX-023,Baylor County,Texas,2309,6,-691,3000
TX-025,Bee County,Texas,826,8,-428,1254
TX-027,Bell County,Texas,1597,7,-627,2224
TX-029,Bexar County,Texas,1098,4,-506,1604
TX-031,Blanco County,Texas,1515,8,-555,2070
TX-033,Borden County,Texas,2407,8,-482,2889
TX-035,Bosque County,Texas,1831,7,-541,2372
TX-037,Bowie County,Texas,2042,4,-716,2758
TX-039,Brazoria County,Texas,858,4,-529,1387
TX-041,Brazos County,Texas,1349,5,-577,1926
TX-043,Brewster County,Texas,1718,7,-526,2244
TX-045,Briscoe County,Texas,3029,6,-698,3727
TX-047,Brooks County,Texas,558,4,-427,985
TX-049,Brown County,Texas,1838,2,-705,2543
TX-051,Burleson County,Texas,1278,5,-640,1918
TX-053,Burnet County,Texas,1600,7,-544,2144
TX-055,Caldwell County,Texas,1188,3,-580,1768
TX-057,Calhoun County,Texas,762,5,-515,1277
TX-059,Callahan County,Texas,2108,7,-613,2721
TX-061,Cameron County,Texas,376,4,-306,682
TX-063,Camp County,Texas,1955,5,-667,2622
TX-065,Carson County,Texas,3393,5,-955,4348
TX-067,Cass County,Texas,1966,5,-597,2563
TX-069,Castro County,Texas,3472,4,-776,4248
TX-071,Chambers County,Texas,951,3,-556,1507
TX-073,Cherokee County,Texas,1729,8,-493,2222
TX-075,Childress County,Texas,2797,7,-642,3439
TX-077,Clay County,Texas,2382,7,-594,2976
TX-079,Cochran County,Texas,3299,8,-552,3851
TX-081,Coke County,Texas,2069,8,-599,2668
TX-083,Coleman County,Texas,1921,6,-654,2575
TX-085,Collin County,Texas,2118,8,-619,2737
TX-087,Collingsworth County,Texas,3087,7,-661,3748
TX-089,Colorado County,Texas,943,3,-665,1608
TX-091,Comal County,Texas,1292,6,-521,1813
TX-093,Comanche County,Texas,1850,2,-723,2573
TX-095,Concho County,Texas,1920,5,-620,2540
TX-097,Cooke County,Texas,2333,8,-532,2865
TX-099,Coryell County,Texas,1766,8,-542,2308
TX-101,Cottle County,Texas,2602,7,-625,3227
TX-103,Crane County,Texas,1817,5,-680,2497
TX-105,Crockett County,Texas,1835,5,-591,2426
TX-107,Crosby County,Texas,2903,7,-556,3459
TX-109,Culberson County,Texas,2451,10,-572,3023
TX-111,Dallam County,Texas,4364,15,-523,4887
TX-113,Dallas County,Texas,1895,9,-559,2454
TX-115,Dawson County,Texas,2679,16,-370,3049
TX-117,Deaf Smith County,Texas,3653,4,-840,4493
TX-119,Delta County,Texas,2139,7,-662,2801
TX-121,Denton County,Texas,2084,8,-559,2643
TX-123,DeWitt County,Texas,964,4,-506,1470
TX-125,Dickens County,Texas,2598,7,-591,3189
TX-127,Dimmit County,Texas,866,4,-479,1345
TX-129,Donley County,Texas,3168,7,-760,3928
TX-131,Duval County,Texas,700,4,-456,1156
TX-133,Eastland County,Texas,2077,5,-648,2725
TX-135,Ector County,Texas,2109,6,-673,2782
TX-137,Edwards County,Texas,1503,2,-690,2193
TX-139,Ellis County,Texas,1828,9,-514,2342
TX-141,El Paso County,Texas,2272,8,-610,2882
TX-143,Erath County,Texas,1867,2,-740,2607
TX-145,Falls County,Texas,1736,10,-488,2224
TX-147,Fannin County,Texas,2196,4,-702,2898
TX-149,Fayette County,Texas,1064,3,-653,1717
TX-151,Fisher County,Texas,2259,7,-630,2889
TX-153,Floyd County,Texas,3165,7,-594,3759
TX-155,Foard County,Texas,2480,7,-678,3158
TX-157,Fort Bend County,Texas,924,4,-576,1500
TX-159,Franklin County,Texas,2019,4,-687,2706
TX-161,Freestone County,Texas,1732,9,-509,2241
TX-163,Frio County,Texas,917,4,-529,1446
TX-165,Gaines County,Texas,2776,8,-427,3203
TX-167,Galveston County,Texas,842,4,-543,1385
TX-169,Garza County,Texas,2463,7,-588,3051
TX-171,Gillespie County,Texas,1733,8,-502,2235
TX-173,Glasscock County,Texas,2192,6,-586,2778
TX-175,Goliad County,Texas,851,5,-467,1318
TX-177,Gonzales County,Texas,1064,3,-524,1588
TX-179,Gray County,Texas,3307,3,-961,4268
TX-181,Grayson County,Texas,2272,8,-593,2865
TX-183,Gregg County,Texas,1908,9,-445,2353
TX-185,Grimes County,Texas,1306,5,-587,1893
TX-187,Guadalupe County,Texas,1134,3,-522,1656
TX-189,Hale County,Texas,3325,9,-567,3892
TX-191,Hall County,Texas,2802,7,-693,3495
TX-193,Hamilton County,Texas,1826,5,-634,2460
TX-195,Hansford County,Texas,3677,5,-792,4469
TX-197,Hardeman County,Texas,2667,7,-652,3319
TX-199,Hardin County,Texas,1217,4,-554,1771
TX-201,Harris County,Texas,963,4,-571,1534
TX-203,Harrison County,Texas,1903,10,-424,2327
TX-205,Hartley County,Texas,4054,11,-603,4657
TX-207,Haskell County,Texas,2204,5,-683,2887
TX-209,Hays County,Texas,1387,7,-539,1926
TX-211,Hemphill County,Texas,3465,5,-790,4255
TX-213,Henderson County,Texas,1921,10,-454,2375
TX-215,Hidalgo County,Texas,435,2,-331,766
TX-217,Hill County,Texas,1787,9,-525,2312
TX-219,Hockley County,Texas,3177,9,-523,3700
TX-221,Hood County,Texas,1835,3,-651,2486
TX-223,Hopkins County,Texas,2071,6,-668,2739
TX-225,Houston County,Texas,1660,13,-417,2077
TX-227,Howard County,Texas,2231,7,-528,2759
TX-229,Hudspeth County,Texas,2542,8,-611,3153
TX-231,Hunt County,Texas,2087,8,-704,2791
TX-233,Hutchinson County,Texas,3267,3,-938,4205
TX-235,Irion County,Texas,2087,6,-538,2625
TX-237,Jack County,Texas,2286,8,-588,2874
TX-239,Jackson County,Texas,866,5,-538,1404
TX-241,Jasper County,Texas,1388,5,-544,1932
TX-243,Jeff Davis County,Texas,2433,9,-613,3046
TX-245,Jefferson County,Texas,1004,3,-567,1571
TX-247,Jim Hogg County,Texas,571,3,-448,1019
TX-249,Jim Wells County,Texas,661,4,-444,1105
TX-251,Johnson County,Texas,1814,7,-612,2426
TX-253,Jones County,Texas,2210,8,-576,2786
TX-255,Karnes County,Texas,994,9,-424,1418
TX-257,Kaufman County,Texas,1959,9,-516,2475
TX-259,Kendall County,Texas,1493,8,-515,2008
TX-261,Kenedy County,Texas,498,3,-414,912
TX-263,Kent County,Texas,2346,5,-622,2968
TX-265,Kerr County,Texas,1756,7,-494,2250
TX-267,Kimble County,Texas,1820,5,-592,2412
TX-269,King County,Texas,2348,4,-703,3051
TX-271,Kinney County,Texas,1021,2,-633,1654
TX-273,Kleberg County,Texas,556,3,-479,1035
TX-275,Knox County,Texas,2302,5,-695,2997
TX-277,Lamar County,Texas,2277,7,-598,2875
TX-279,Lamb County,Texas,3417,9,-569,3986
TX-281,Lampasas County,Texas,1727,6,-571,2298
TX-283,La Salle County,Texas,816,5,-483,1299
TX-285,Lavaca County,Texas,963,4,-605,1568
TX-287,Lee County,Texas,1269,3,-637,1906
TX-289,Leon County,Texas,1721,11,-402,2123
TX-291,Liberty County,Texas,1091,3,-564,1655
TX-293,Limestone County,Texas,1759,10,-494,2253
TX-295,Lipscomb County,Texas,3771,6,-690,4461
TX-297,Live Oak County,Texas,817,6,-437,1254
TX-299,Llano County,Texas,1564,6,-618,2182
TX-301,Loving County,Texas,2074,7,-609,2683
TX-303,Lubbock County,Texas,3040,8,-584,3624
TX-305,Lynn County,Texas,2798,9,-494,3292
TX-307,McCulloch County,Texas,1837,6,-617,2454
TX-309,McLennan County,Texas,1822,10,-449,2271
TX-311,McMullen County,Texas,826,6,-450,1276
TX-313,Madison County,Texas,1555,9,-446,2001
TX-315,Marion County,Texas,1968,10,-444,2412
TX-317,Martin County,Texas,2333,7,-513,2846
TX-319,Mason County,Texas,1711,5,-598,2309
TX-321,Matagorda County,Texas,860,5,-499,1359
TX-323,Maverick County,Texas,884,3,-556,1440
TX-325,Medina County,Texas,1090,3,-538,1628
TX-327,Menard County,Texas,1954,5,-614,2568
TX-329,Midland County,Texas,2138,6,-602,2740
TX-331,Milam County,Texas,1472,5,-627,2099
TX-333,Mills County,Texas,1797,5,-652,2449
TX-335,Mitchell County,Texas,2156,6,-615,2771
TX-337,Montague County,Texas,2366,8,-584,2950
TX-339,Montgomery County,Texas,1134,4,-632,1766
TX-341,Moore County,Texas,3605,5,-827,4432
TX-343,Morris County,Texas,1956,4,-667,2623
TX-345,Motley County,Texas,2754,7,-597,3351
TX-347,Nacogdoches County,Texas,1652,5,-495,2147
TX-349,Navarro County,Texas,1749,8,-558,2307
TX-351,Newton County,Texas,1370,4,-576,1946
TX-353,Nolan County,Texas,2223,6,-656,2879
TX-355,Nueces County,Texas,595,3,-470,1065
TX-357,Ochiltree County,Texas,3712,5,-747,4459
TX-359,Oldham County,Texas,3746,9,-612,4358
TX-361,Orange County,Texas,1112,4,-566,1678
TX-363,Palo Pinto County,Texas,2027,5,-657,2684
TX-365,Panola County,Texas,1794,10,-442,2236
TX-367,Parker County,Texas,2025,6,-604,2629
TX-369,Parmer County,Texas,3537,4,-831,4368
