# Title: January - December 2023 Contiguous U.S. County Heating Degree Days
# Units: Fahrenheit Degree-Days
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NE-109,Lancaster County,Nebraska,5389,6,-960,6349
NE-111,Lincoln County,Nebraska,6231,32,-411,6642
NE-113,Logan County,Nebraska,6456,31,-442,6898
NE-115,Loup County,Nebraska,6631,32,-493,7124
NE-117,McPherson County,Nebraska,6560,32,-410,6970
NE-119,Madison County,Nebraska,6147,10,-887,7034
NE-121,Merrick County,Nebraska,5696,8,-920,6616
NE-123,Morrill County,Nebraska,6516,27,-510,7026
NE-125,Nance County,Nebraska,5918,10,-881,6799
NE-127,Nemaha County,Nebraska,5178,9,-815,5993
NE-129,Nuckolls County,Nebraska,5412,12,-825,6237
NE-131,Otoe County,Nebraska,5408,10,-778,6186
NE-133,Pawnee County,Nebraska,5318,13,-694,6012
NE-135,Perkins County,Nebraska,6186,32,-395,6581
NE-137,Phelps County,Nebraska,5879,23,-545,6424
NE-139,Pierce County,Nebraska,6411,13,-785,7196
NE-141,Platte County,Nebraska,5939,9,-945,6884
NE-143,Polk County,Nebraska,5672,9,-949,6621
NE-145,Red Willow County,Nebraska,5635,26,-521,6156
NE-147,Richardson County,Nebraska,5002,8,-887,5889
NE-149,Rock County,Nebraska,6781,32,-482,7263
NE-151,Saline County,Nebraska,5395,10,-898,6293
NE-153,Sarpy County,Nebraska,5521,9,-901,6422
NE-155,Saunders County,Nebraska,5577,8,-978,6555
NE-157,Scotts Bluff County,Nebraska,6388,20,-574,6962
NE-159,Seward County,Nebraska,5538,10,-909,6447
NE-161,Sheridan County,Nebraska,6796,15,-724,7520
NE-163,Sherman County,Nebraska,6080,14,-751,6831
NE-165,Sioux County,Nebraska,7038,25,-562,7600
NE-167,Stanton County,Nebraska,6060,10,-940,7000
NE-169,Thayer County,Nebraska,5364,12,-826,6190
NE-171,Thomas County,Nebraska,6473,34,-424,6897
NE-173,Thurston County,Nebraska,6335,15,-764,7099
NE-175,Valley County,Nebraska,6418,23,-616,7034
NE-177,Washington County,Nebraska,5701,8,-965,6666
NE-179,Wayne County,Nebraska,6473,19,-706,7179
NE-181,Webster County,Nebraska,5493,13,-719,6212
NE-183,Wheeler County,Nebraska,6363,14,-792,7155
NE-185,York County,Nebraska,5562,10,-866,6428
NV-001,Churchill County,Nevada,5852,65,-53,5905
NV-003,Clark County,Nevada,2859,61,-85,2944
NV-005,Douglas County,Nevada,6622,93,130,6492
NV-007,Elko County,Nevada,7872,90,131,7741
NV-009,Esmeralda County,Nevada,5487,50,-265,5752
NV-011,Eureka County,Nevada,7516,81,42,7474
NV-013,Humboldt County,Nevada,6495,65,-96,6591
NV-015,Lander County,Nevada,6879,76,-15,6894
NV-017,Lincoln County,Nevada,4879,63,-92,4971
NV-019,Lyon County,Nevada,6007,82,82,5925
NV-021,Mineral County,Nevada,6073,50,-235,6308
NV-023,Nye County,Nevada,5660,49,-222,5882
NV-027,Pershing County,Nevada,6020,63,-76,6096
NV-029,Storey County,Nevada,6168,81,41,6127
NV-031,Washoe County,Nevada,6524,75,-7,6531
NV-033,White Pine County,Nevada,7652,85,114,7538
NV-510,Carson City,Nevada,6199,68,-21,6220
NH-001,Belknap County,New Hampshire,6469,1,-1420,7889
NH-003,Carroll County,New Hampshire,6895,1,-1539,8434
NH-005,Cheshire County,New Hampshire,6444,3,-1439,7883
NH-007,Coos County,New Hampshire,8170,2,-1543,9713
NH-009,Grafton County,New Hampshire,7291,2,-1611,8902
NH-011,Hillsborough County,New Hampshire,6012,1,-1465,7477
NH-013,Merrimack County,New Hampshire,6421,1,-1414,7835
NH-015,Rockingham County,New Hampshire,5848,2,-1321,7169
NH-017,Strafford County,New Hampshire,6351,3,-1168,7519
NH-019,Sullivan County,New Hampshire,6793,1,-1563,8356
NJ-001,Atlantic County,New Jersey,3932,1,-1288,5220
NJ-003,Bergen County,New Jersey,4393,1,-1372,5765
NJ-005,Burlington County,New Jersey,3996,1,-1210,5206
NJ-007,Camden County,New Jersey,3915,1,-1218,5133
NJ-009,Cape May County,New Jersey,3803,1,-1262,5065
NJ-011,Cumberland County,New Jersey,3884,1,-1259,5143
NJ-013,Essex County,New Jersey,4218,1,-1455,5673
NJ-015,Gloucester County,New Jersey,3855,1,-1233,5088
NJ-017,Hudson County,New Jersey,3895,1,-1412,5307
NJ-019,Hunterdon County,New Jersey,4793,3,-1343,6136
NJ-021,Mercer County,New Jersey,4319,3,-1199,5518
NJ-023,Middlesex County,New Jersey,4123,1,-1375,5498
NJ-025,Monmouth County,New Jersey,4129,1,-1319,5448
NJ-027,Morris County,New Jersey,4916,1,-1381,6297
NJ-029,Ocean County,New Jersey,4100,1,-1239,5339
NJ-031,Passaic County,New Jersey,4881,1,-1367,6248
NJ-033,Salem County,New Jersey,3860,1,-1202,5062
NJ-035,Somerset County,New Jersey,4471,1,-1349,5820
NJ-037,Sussex County,New Jersey,5354,2,-1339,6693
NJ-039,Union County,New Jersey,4061,1,-1479,5540
NJ-041,Warren County,New Jersey,5031,1,-1491,6522
NM-001,Bernalillo County,New Mexico,4781,25,-514,5295
NM-003,Catron County,New Mexico,6112,34,-315,6427
NM-005,Chaves County,New Mexico,2991,3,-827,3818
NM-006,Cibola County,New Mexico,6078,42,-261,6339
NM-007,Colfax County,New Mexico,6529,35,-314,6843
NM-009,Curry County,New Mexico,3678,4,-825,4503
NM-011,De Baca County,New Mexico,3323,7,-892,4215
NM-013,Dona Ana County,New Mexico,2766,10,-542,3308
NM-015,Eddy County,New Mexico,2644,10,-580,3224
NM-017,Grant County,New Mexico,3956,18,-444,4400
NM-019,Guadalupe County,New Mexico,4125,11,-647,4772
NM-021,Harding County,New Mexico,4539,16,-537,5076
NM-023,Hidalgo County,New Mexico,3235,35,-247,3482
NM-025,Lea County,New Mexico,2922,10,-562,3484
NM-027,Lincoln County,New Mexico,4120,8,-701,4821
NM-028,Los Alamos County,New Mexico,6623,29,-367,6990
NM-029,Luna County,New Mexico,2958,19,-422,3380
NM-031,McKinley County,New Mexico,6093,35,-301,6394
NM-033,Mora County,New Mexico,6162,20,-584,6746
NM-035,Otero County,New Mexico,3477,15,-521,3998
NM-037,Quay County,New Mexico,3744,10,-583,4327
NM-039,Rio Arriba County,New Mexico,7241,40,-300,7541
NM-041,Roosevelt County,New Mexico,3457,5,-774,4231
NM-043,Sandoval County,New Mexico,5854,35,-274,6128
NM-045,San Juan County,New Mexico,5510,27,-418,5928
NM-047,San Miguel County,New Mexico,4875,24,-461,5336
NM-049,Santa Fe County,New Mexico,5930,31,-361,6291
NM-051,Sierra County,New Mexico,3592,19,-455,4047
NM-053,Socorro County,New Mexico,4443,19,-546,4989
NM-055,Taos County,New Mexico,8013,38,-340,8353
NM-057,Torrance County,New Mexico,5333,20,-614,5947
NM-059,Union County,New Mexico,5194,28,-360,5554
NM-061,Valencia County,New Mexico,4392,26,-445,4837
NY-001,Albany County,New York,5781,1,-1381,7162
NY-003,Allegany County,New York,6313,3,-1290,7603
NY-005,Bronx County,New York,3968,1,-1360,5328
NY-007,Broome County,New York,6159,4,-1178,7337
NY-009,Cattaraugus County,New York,6337,3,-1275,7612
NY-011,Cayuga County,New York,6140,4,-1110,7250
NY-013,Chautauqua County,New York,5941,3,-1316,7257
NY-015,Chemung County,New York,6019,1,-1259,7278
NY-017,Chenango County,New York,6604,4,-1118,7722
NY-019,Clinton County,New York,7207,2,-1437,8644
NY-021,Columbia County,New York,5529,2,-1381,6910
NY-023,Cortland County,New York,6690,4,-1117,7807
NY-025,Delaware County,New York,6694,3,-1193,7887
NY-027,Dutchess County,New York,5264,2,-1428,6692
NY-029,Erie County,New York,5880,4,-1305,7185
NY-031,Essex County,New York,7809,4,-1252,9061
NY-033,Franklin County,New York,7650,3,-1475,9125
NY-035,Fulton County,New York,6748,4,-1244,7992
NY-037,Genesee County,New York,6096,4,-1156,7252
NY-039,Greene County,New York,6181,2,-1328,7509
NY-041,Hamilton County,New York,7959,4,-1301,9260
NY-043,Herkimer County,New York,7369,4,-1241,8610
NY-045,Jefferson County,New York,6691,4,-1365,8056
NY-047,Kings County,New York,3855,1,-1349,5204
NY-049,Lewis County,New York,7365,4,-1409,8774
NY-051,Livingston County,New York,5912,4,-1255,7167
NY-053,Madison County,New York,6595,4,-1241,7836
NY-055,Monroe County,New York,5835,4,-1186,7021
NY-057,Montgomery County,New York,6132,3,-1199,7331
NY-059,Nassau County,New York,4141,1,-1323,5464
NY-061,New York County,New York,3880,1,-1390,5270
NY-063,Niagara County,New York,5846,4,-1135,6981
NY-065,Oneida County,New York,6639,4,-1262,7901
NY-067,Onondaga County,New York,6086,3,-1278,7364
NY-069,Ontario County,New York,6001,4,-1178,7179
NY-071,Orange County,New York,5372,3,-1262,6634
NY-073,Orleans County,New York,5988,5,-1099,7087
NY-075,Oswego County,New York,6257,3,-1345,7602
NY-077,Otsego County,New York,6825,5,-1033,7858
NY-079,Putnam County,New York,5123,1,-1403,6526
NY-081,Queens County,New York,3987,1,-1292,5279
NY-083,Rensselaer County,New York,5843,1,-1502,7345
NY-085,Richmond County,New York,3847,1,-1424,5271
NY-087,Rockland County,New York,4760,1,-1355,6115
NY-089,St. Lawrence County,New York,7109,4,-1515,8624
NY-091,Saratoga County,New York,6196,2,-1426,7622
NY-093,Schenectady County,New York,5901,1,-1405,7306
NY-095,Schoharie County,New York,6509,3,-1200,7709
NY-097,Schuyler County,New York,6166,4,-1228,7394
NY-099,Seneca County,New York,5929,4,-1057,6986
NY-101,Steuben County,New York,6187,2,-1306,7493
NY-103,Suffolk County,New York,4503,2,-1323,5826
NY-105,Sullivan County,New York,6100,3,-1331,7431
NY-107,Tioga County,New York,6131,4,-1164,7295
NY-109,Tompkins County,New York,6332,4,-1054,7386
NY-111,Ulster County,New York,5848,2,-1341,7189
NY-113,Warren County,New York,7106,3,-1324,8430
NY-115,Washington County,New York,6311,3,-1409,7720
NY-117,Wayne County,New York,6025,4,-1047,7072
NY-119,Westchester County,New York,4601,1,-1419,6020
NY-121,Wyoming County,New York,6331,4,-1319,7650
NY-123,Yates County,New York,6041,4,-1169,7210
NC-001,Alamance County,North Carolina,2981,2,-802,3783
NC-003,Alexander County,North Carolina,3253,3,-719,3972
NC-005,Alleghany County,North Carolina,4472,2,-1032,5504
NC-007,Anson County,North Carolina,2399,2,-790,3189
NC-009,Ashe County,North Carolina,4930,3,-851,5781
NC-011,Avery County,North Carolina,5151,6,-818,5969
NC-013,Beaufort County,North Carolina,2438,4,-615,3053
NC-015,Bertie County,North Carolina,2608,2,-840,3448
NC-017,Bladen County,North Carolina,2226,3,-671,2897
NC-019,Brunswick County,North Carolina,2017,3,-646,2663
NC-021,Buncombe County,North Carolina,4068,5,-782,4850
NC-023,Burke County,North Carolina,3188,1,-831,4019
NC-025,Cabarrus County,North Carolina,2750,2,-762,3512
NC-027,Caldwell County,North Carolina,3347,2,-776,4123
NC-029,Camden County,North Carolina,2587,2,-896,3483
NC-031,Carteret County,North Carolina,2171,7,-535,2706
NC-033,Caswell County,North Carolina,3159,2,-771,3930
NC-035,Catawba County,North Carolina,3003,1,-793,3796
NC-037,Chatham County,North Carolina,2733,2,-814,3547
NC-039,Cherokee County,North Carolina,3664,10,-585,4249
NC-041,Chowan County,North Carolina,2510,2,-855,3365
NC-043,Clay County,North Carolina,3841,6,-730,4571
NC-045,Cleveland County,North Carolina,2984,4,-675,3659
NC-047,Columbus County,North Carolina,2140,3,-632,2772
NC-049,Craven County,North Carolina,2352,5,-610,2962
NC-051,Cumberland County,North Carolina,2344,3,-724,3068
NC-053,Currituck County,North Carolina,2543,1,-885,3428
NC-055,Dare County,North Carolina,2342,3,-653,2995
NC-057,Davidson County,North Carolina,3005,2,-810,3815
NC-059,Davie County,North Carolina,3147,2,-834,3981
NC-061,Duplin County,North Carolina,2453,4,-575,3028
NC-063,Durham County,North Carolina,2797,1,-962,3759
NC-065,Edgecombe County,North Carolina,2631,2,-818,3449
NC-067,Forsyth County,North Carolina,3210,3,-836,4046
NC-069,Franklin County,North Carolina,2860,2,-909,3769
NC-071,Gaston County,North Carolina,2747,3,-831,3578
NC-073,Gates County,North Carolina,2682,1,-886,3568
NC-075,Graham County,North Carolina,4118,8,-629,4747
NC-077,Granville County,North Carolina,2973,1,-979,3952
NC-079,Greene County,North Carolina,2570,4,-634,3204
NC-081,Guilford County,North Carolina,3068,2,-839,3907
NC-083,Halifax County,North Carolina,2868,2,-824,3692
NC-085,Harnett County,North Carolina,2513,3,-747,3260
NC-087,Haywood County,North Carolina,4945,10,-650,5595
NC-089,Henderson County,North Carolina,3847,7,-608,4455
NC-091,Hertford County,North Carolina,2705,1,-875,3580
NC-093,Hoke County,North Carolina,2329,2,-825,3154
NC-095,Hyde County,North Carolina,2277,4,-603,2880
NC-097,Iredell County,North Carolina,3080,1,-830,3910
NC-099,Jackson County,North Carolina,4499,9,-644,5143
NC-101,Johnston County,North Carolina,2530,3,-764,3294
NC-103,Jones County,North Carolina,2430,6,-587,3017
NC-105,Lee County,North Carolina,2599,2,-802,3401
NC-107,Lenoir County,North Carolina,2640,11,-480,3120
NC-109,Lincoln County,North Carolina,2886,2,-829,3715
NC-111,McDowell County,North Carolina,3307,1,-921,4228
NC-113,Macon County,North Carolina,4098,4,-741,4839
NC-115,Madison County,North Carolina,3922,3,-813,4735
NC-117,Martin County,North Carolina,2551,3,-796,3347
NC-119,Mecklenburg County,North Carolina,2628,1,-850,3478
NC-121,Mitchell County,North Carolina,4782,7,-758,5540
NC-123,Montgomery County,North Carolina,2421,1,-956,3377
NC-125,Moore County,North Carolina,2414,1,-932,3346
NC-127,Nash County,North Carolina,2737,2,-888,3625
NC-129,New Hanover County,North Carolina,1956,3,-720,2676
NC-131,Northampton County,North Carolina,2888,2,-816,3704
NC-133,Onslow County,North Carolina,2263,5,-597,2860
NC-135,Orange County,North Carolina,2941,2,-880,3821
NC-137,Pamlico County,North Carolina,2260,7,-562,2822
NC-139,Pasquotank County,North Carolina,2553,2,-887,3440
NC-141,Pender County,North Carolina,2153,3,-681,2834
NC-143,Perquimans County,North Carolina,2537,2,-872,3409
NC-145,Person County,North Carolina,3092,1,-952,4044
NC-147,Pitt County,North Carolina,2518,3,-683,3201
NC-149,Polk County,North Carolina,2968,4,-687,3655
NC-151,Randolph County,North Carolina,2803,2,-831,3634
NC-153,Richmond County,North Carolina,2317,1,-863,3180
NC-155,Robeson County,North Carolina,2184,2,-733,2917
NC-157,Rockingham County,North Carolina,3163,2,-820,3983
NC-159,Rowan County,North Carolina,2938,2,-820,3758
NC-161,Rutherford County,North Carolina,2939,3,-756,3695
NC-163,Sampson County,North Carolina,2405,3,-664,3069
NC-165,Scotland County,North Carolina,2220,1,-869,3089
NC-167,Stanly County,North Carolina,2533,2,-837,3370
NC-169,Stokes County,North Carolina,3318,3,-864,4182
NC-171,Surry County,North Carolina,3449,2,-940,4389
NC-173,Swain County,North Carolina,4663,10,-586,5249
NC-175,Transylvania County,North Carolina,4035,6,-725,4760
NC-177,Tyrrell County,North Carolina,2368,3,-745,3113
NC-179,Union County,North Carolina,2505,2,-800,3305
NC-181,Vance County,North Carolina,3013,1,-928,3941
NC-183,Wake County,North Carolina,2652,2,-877,3529
NC-185,Warren County,North Carolina,2988,1,-901,3889
NC-187,Washington County,North Carolina,2454,3,-799,3253
NC-189,Watauga County,North Carolina,4900,5,-830,5730
NC-191,Wayne County,North Carolina,2538,4,-654,3192
NC-193,Wilkes County,North Carolina,3389,2,-909,4298
NC-195,Wilson County,North Carolina,2512,2,-855,3367
NC-197,Yadkin County,North Carolina,3320,2,-828,4148
NC-199,Yancey County,North Carolina,4809,6,-788,5597
ND-001,Adams County,North Dakota,8106,18,-905,9011
ND-003,Barnes County,North Dakota,8915,21,-691,9606
ND-005,Benson County,North Dakota,9342,21,-831,10173
ND-007,Billings County,North Dakota,8156,17,-845,9001
ND-009,Bottineau County,North Dakota,9385,20,-812,10197
ND-011,Bowman County,North Dakota,7963,17,-854,8817
ND-013,Burke County,North Dakota,9468,23,-760,10228
ND-015,Burleigh County,North Dakota,9107,44,-357,9464
ND-017,Cass County,North Dakota,8787,25,-606,9393
ND-019,Cavalier County,North Dakota,9731,13,-1023,10754
ND-021,Dickey County,North Dakota,8942,51,-228,9170
ND-023,Divide County,North Dakota,9052,13,-1093,10145
ND-025,Dunn County,North Dakota,8390,19,-840,9230
ND-027,Eddy County,North Dakota,9245,23,-723,9968
ND-029,Emmons County,North Dakota,8762,42,-337,9099
ND-031,Foster County,North Dakota,9256,27,-594,9850
ND-033,Golden Valley County,North Dakota,8045,16,-817,8862
ND-035,Grand Forks County,North Dakota,9162,19,-715,9877
ND-037,Grant County,North Dakota,8503,32,-543,9046
ND-039,Griggs County,North Dakota,9314,22,-676,9990
ND-041,Hettinger County,North Dakota,8419,27,-698,9117
ND-043,Kidder County,North Dakota,9410,46,-288,9698
ND-045,LaMoure County,North Dakota,8823,35,-485,9308
ND-047,Logan County,North Dakota,9121,38,-400,9521
ND-049,McHenry County,North Dakota,9114,24,-687,9801
ND-051,McIntosh County,North Dakota,9002,40,-365,9367
ND-053,McKenzie County,North Dakota,8304,16,-973,9277
ND-055,McLean County,North Dakota,8797,24,-675,9472
ND-057,Mercer County,North Dakota,8579,26,-628,9207
ND-059,Morton County,North Dakota,8670,33,-502,9172
ND-061,Mountrail County,North Dakota,9046,22,-791,9837
ND-063,Nelson County,North Dakota,9416,17,-826,10242
ND-065,Oliver County,North Dakota,8678,28,-533,9211
ND-067,Pembina County,North Dakota,9275,15,-1051,10326
ND-069,Pierce County,North Dakota,9419,19,-830,10249
ND-071,Ramsey County,North Dakota,9396,16,-897,10293
ND-073,Ransom County,North Dakota,8696,34,-517,9213
ND-075,Renville County,North Dakota,9242,25,-685,9927
ND-077,Richland County,North Dakota,8387,21,-693,9080
ND-079,Rolette County,North Dakota,9529,12,-1204,10733
ND-081,Sargent County,North Dakota,8717,43,-368,9085
ND-083,Sheridan County,North Dakota,9393,46,-372,9765
ND-085,Sioux County,North Dakota,8448,37,-446,8894
ND-087,Slope County,North Dakota,8046,21,-771,8817
ND-089,Stark County,North Dakota,8434,26,-667,9101
ND-091,Steele County,North Dakota,9477,43,-355,9832
ND-093,Stutsman County,North Dakota,9004,26,-606,9610
ND-095,Towner County,North Dakota,9494,12,-1168,10662
ND-097,Traill County,North Dakota,9144,38,-422,9566
ND-099,Walsh County,North Dakota,9263,15,-934,10197
ND-101,Ward County,North Dakota,8990,23,-719,9709
ND-103,Wells County,North Dakota,9461,31,-475,9936
ND-105,Williams County,North Dakota,8655,15,-1088,9743
OH-001,Adams County,Ohio,4341,3,-962,5303
OH-003,Allen County,Ohio,4889,2,-1318,6207
OH-005,Ashland County,Ohio,5324,3,-1179,6503
OH-007,Ashtabula County,Ohio,5422,3,-1379,6801
OH-009,Athens County,Ohio,4491,3,-1016,5507
OH-011,Auglaize County,Ohio,4973,3,-1213,6186
OH-013,Belmont County,Ohio,4996,6,-891,5887
OH-015,Brown County,Ohio,4420,3,-1013,5433
OH-017,Butler County,Ohio,4508,3,-1057,5565
OH-019,Carroll County,Ohio,5169,4,-1128,6297
OH-021,Champaign County,Ohio,4969,3,-1132,6101
OH-023,Clark County,Ohio,4655,2,-1278,5933
OH-025,Clermont County,Ohio,4271,2,-1079,5350
OH-027,Clinton County,Ohio,4443,2,-1302,5745
OH-029,Columbiana County,Ohio,5348,5,-1036,6384
OH-031,Coshocton County,Ohio,5012,3,-1080,6092
OH-033,Crawford County,Ohio,5111,2,-1322,6433
OH-035,Cuyahoga County,Ohio,4992,3,-1349,6341
OH-037,Darke County,Ohio,4924,3,-1191,6115
OH-039,Defiance County,Ohio,5186,4,-1249,6435
OH-041,Delaware County,Ohio,4839,3,-1118,5957
OH-043,Erie County,Ohio,5013,3,-1138,6151
OH-045,Fairfield County,Ohio,4818,6,-935,5753
OH-047,Fayette County,Ohio,4581,2,-1227,5808
OH-049,Franklin County,Ohio,4537,2,-1163,5700
OH-051,Fulton County,Ohio,5186,2,-1386,6572
OH-053,Gallia County,Ohio,4420,8,-675,5095
OH-055,Geauga County,Ohio,5459,3,-1416,6875
OH-057,Greene County,Ohio,4454,2,-1317,5771
OH-059,Guernsey County,Ohio,4763,3,-1129,5892
OH-061,Hamilton County,Ohio,4286,3,-1023,5309
OH-063,Hancock County,Ohio,4847,2,-1424,6271
OH-065,Hardin County,Ohio,4872,2,-1380,6252
OH-067,Harrison County,Ohio,5049,4,-1056,6105
OH-069,Henry County,Ohio,5030,3,-1346,6376
OH-071,Highland County,Ohio,4533,3,-1103,5636
OH-073,Hocking County,Ohio,4735,5,-962,5697
OH-075,Holmes County,Ohio,5244,4,-1082,6326
OH-077,Huron County,Ohio,5209,3,-1148,6357
OH-079,Jackson County,Ohio,4406,4,-979,5385
OH-081,Jefferson County,Ohio,5091,5,-887,5978
OH-083,Knox County,Ohio,5297,4,-1008,6305
OH-085,Lake County,Ohio,5101,3,-1436,6537
OH-087,Lawrence County,Ohio,4119,4,-921,5040
OH-089,Licking County,Ohio,5053,4,-961,6014
OH-091,Logan County,Ohio,5100,3,-1159,6259
OH-093,Lorain County,Ohio,5141,3,-1079,6220
OH-095,Lucas County,Ohio,4806,2,-1500,6306
OH-097,Madison County,Ohio,4602,2,-1288,5890
OH-099,Mahoning County,Ohio,5314,4,-1289,6603
OH-101,Marion County,Ohio,4894,2,-1285,6179
OH-103,Medina County,Ohio,5169,3,-1216,6385
OH-105,Meigs County,Ohio,4532,8,-733,5265
OH-107,Mercer County,Ohio,5088,4,-1140,6228
OH-109,Miami County,Ohio,4612,2,-1315,5927
OH-111,Monroe County,Ohio,4834,6,-874,5708
OH-113,Montgomery County,Ohio,4436,2,-1302,5738
OH-115,Morgan County,Ohio,4605,2,-1051,5656
OH-117,Morrow County,Ohio,5197,3,-1174,6371
OH-119,Muskingum County,Ohio,4710,2,-1148,5858
OH-121,Noble County,Ohio,4680,3,-1053,5733
OH-123,Ottawa County,Ohio,4896,3,-1277,6173
OH-125,Paulding County,Ohio,5054,3,-1271,6325
OH-127,Perry County,Ohio,4813,3,-1030,5843
OH-129,Pickaway County,Ohio,4524,3,-1033,5557
OH-131,Pike County,Ohio,4325,2,-1092,5417
OH-133,Portage County,Ohio,5245,2,-1439,6684
OH-135,Preble County,Ohio,4903,4,-1065,5968
OH-137,Putnam County,Ohio,4945,3,-1318,6263
OH-139,Richland County,Ohio,5325,3,-1268,6593
OH-141,Ross County,Ohio,4433,2,-1082,5515
OH-143,Sandusky County,Ohio,4955,3,-1220,6175
OH-145,Scioto County,Ohio,4231,2,-1013,5244
OH-147,Seneca County,Ohio,5040,3,-1238,6278
OH-149,Shelby County,Ohio,4957,3,-1196,6153
OH-151,Stark County,Ohio,5055,2,-1385,6440
OH-153,Summit County,Ohio,4984,2,-1430,6414
OH-155,Trumbull County,Ohio,5335,3,-1393,6728
OH-157,Tuscarawas County,Ohio,4967,3,-1175,6142
OH-159,Union County,Ohio,4925,3,-1112,6037
OH-161,Van Wert County,Ohio,4999,3,-1262,6261
OH-163,Vinton County,Ohio,4539,5,-999,5538
OH-165,Warren County,Ohio,4314,2,-1235,5549
OH-167,Washington County,Ohio,4367,2,-1072,5439
OH-169,Wayne County,Ohio,5235,3,-1155,6390
OH-171,Williams County,Ohio,5419,4,-1253,6672
OH-173,Wood County,Ohio,4827,2,-1427,6254
OH-175,Wyandot County,Ohio,4818,2,-1414,6232
OK-001,Adair County,Oklahoma,3228,6,-667,3895
OK-003,Alfalfa County,Oklahoma,3651,9,-695,4346
OK-005,Atoka County,Oklahoma,2571,8,-566,3137
OK-007,Beaver County,Oklahoma,3989,13,-584,4573
OK-009,Beckham County,Oklahoma,3091,5,-790,3881
OK-011,Blaine County,Oklahoma,3446,11,-595,4041
OK-013,Bryan County,Oklahoma,2328,4,-677,3005
OK-015,Caddo County,Oklahoma,3150,8,-599,3749
OK-017,Canadian County,Oklahoma,3249,8,-634,3883
OK-019,Carter County,Oklahoma,2627,10,-477,3104
OK-021,Cherokee County,Oklahoma,3132,9,-614,3746
OK-023,Choctaw County,Oklahoma,2427,6,-612,3039
OK-025,Cimarron County,Oklahoma,4552,26,-382,4934
OK-027,Cleveland County,Oklahoma,3012,10,-565,3577
OK-029,Coal County,Oklahoma,2676,11,-511,3187
OK-031,Comanche County,Oklahoma,2889,8,-532,3421
OK-033,Cotton County,Oklahoma,2637,8,-545,3182
OK-035,Craig County,Oklahoma,3456,9,-604,4060
OK-037,Creek County,Oklahoma,3202,12,-549,3751
OK-039,Custer County,Oklahoma,3379,7,-662,4041
OK-041,Delaware County,Oklahoma,3362,9,-628,3990
OK-043,Dewey County,Oklahoma,3549,8,-662,4211
OK-045,Ellis County,Oklahoma,3704,7,-705,4409
OK-047,Garfield County,Oklahoma,3471,9,-687,4158
OK-049,Garvin County,Oklahoma,2812,11,-517,3329
OK-051,Grady County,Oklahoma,3013,8,-598,3611
OK-053,Grant County,Oklahoma,3614,8,-729,4343
OK-055,Greer County,Oklahoma,2963,7,-686,3649
OK-057,Harmon County,Oklahoma,2909,7,-652,3561
OK-059,Harper County,Oklahoma,3862,11,-602,4464
OK-061,Haskell County,Oklahoma,2704,6,-666,3370
OK-063,Hughes County,Oklahoma,2883,11,-489,3372
OK-065,Jackson County,Oklahoma,2808,7,-633,3441
OK-067,Jefferson County,Oklahoma,2546,10,-499,3045
OK-069,Johnston County,Oklahoma,2571,10,-550,3121
OK-071,Kay County,Oklahoma,3534,8,-726,4260
OK-073,Kingfisher County,Oklahoma,3357,12,-547,3904
OK-075,Kiowa County,Oklahoma,3018,8,-616,3634
OK-077,Latimer County,Oklahoma,2763,9,-579,3342
OK-079,Le Flore County,Oklahoma,2765,5,-679,3444
OK-081,Lincoln County,Oklahoma,3133,11,-530,3663
OK-083,Logan County,Oklahoma,3299,11,-551,3850
OK-085,Love County,Oklahoma,2467,10,-498,2965
OK-087,McClain County,Oklahoma,2954,10,-581,3535
OK-089,McCurtain County,Oklahoma,2595,6,-625,3220
OK-091,McIntosh County,Oklahoma,2826,11,-579,3405
OK-093,Major County,Oklahoma,3541,10,-636,4177
OK-095,Marshall County,Oklahoma,2438,8,-553,2991
OK-097,Mayes County,Oklahoma,3298,12,-510,3808
OK-099,Murray County,Oklahoma,2717,11,-493,3210
OK-101,Muskogee County,Oklahoma,2875,8,-624,3499
OK-103,Noble County,Oklahoma,3317,9,-713,4030
OK-105,Nowata County,Oklahoma,3503,10,-589,4092
OK-107,Okfuskee County,Oklahoma,3002,11,-510,3512
OK-109,Oklahoma County,Oklahoma,3148,11,-565,3713
OK-111,Okmulgee County,Oklahoma,3002,13,-517,3519
OK-113,Osage County,Oklahoma,3489,10,-619,4108
OK-115,Ottawa County,Oklahoma,3261,4,-864,4125
OK-117,Pawnee County,Oklahoma,3277,8,-666,3943
OK-119,Payne County,Oklahoma,3203,9,-665,3868
OK-121,Pittsburg County,Oklahoma,2823,14,-476,3299
OK-123,Pontotoc County,Oklahoma,2776,11,-521,3297
OK-125,Pottawatomie County,Oklahoma,2954,11,-534,3488
OK-127,Pushmataha County,Oklahoma,2672,7,-581,3253
OK-129,Roger Mills County,Oklahoma,3316,5,-808,4124
OK-131,Rogers County,Oklahoma,3333,12,-545,3878
OK-133,Seminole County,Oklahoma,2932,11,-510,3442
OK-135,Sequoyah County,Oklahoma,2831,5,-676,3507
OK-137,Stephens County,Oklahoma,2796,10,-484,3280
OK-139,Texas County,Oklahoma,4114,12,-569,4683
OK-141,Tillman County,Oklahoma,2704,8,-574,3278
OK-143,Tulsa County,Oklahoma,3238,12,-537,3775
OK-145,Wagoner County,Oklahoma,3085,11,-540,3625
