# Title: January - December 2023 Contiguous U.S. County Cooling Degree Days
# Units: Fahrenheit Degree-Days
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
UT-003,Box Elder County,Utah,685,105,143,542
UT-005,Cache County,Utah,274,109,97,177
UT-007,Carbon County,Utah,316,108,106,210
UT-009,Daggett County,Utah,111,96,30,81
UT-011,Davis County,Utah,750,111,206,544
UT-013,Duchesne County,Utah,120,110,59,61
UT-015,Emery County,Utah,884,114,219,665
UT-017,Garfield County,Utah,553,117,197,356
UT-019,Grand County,Utah,1025,118,307,718
UT-021,Iron County,Utah,505,106,130,375
UT-023,Juab County,Utah,831,103,149,682
UT-025,Kane County,Utah,854,102,156,698
UT-027,Millard County,Utah,892,106,162,730
UT-029,Morgan County,Utah,237,112,98,139
UT-031,Piute County,Utah,149,118,80,69
UT-033,Rich County,Utah,114,110,53,61
UT-035,Salt Lake County,Utah,728,113,226,502
UT-037,San Juan County,Utah,1096,115,249,847
UT-039,Sanpete County,Utah,223,114,92,131
UT-041,Sevier County,Utah,241,115,103,138
UT-043,Summit County,Utah,32,113,22,10
UT-045,Tooele County,Utah,938,96,118,820
UT-047,Uintah County,Utah,515,113,186,329
UT-049,Utah County,Utah,454,110,137,317
UT-051,Wasatch County,Utah,83,110,44,39
UT-053,Washington County,Utah,1160,84,111,1049
UT-055,Wayne County,Utah,966,119,325,641
UT-057,Weber County,Utah,422,109,129,293
VT-001,Addison County,Vermont,317,106,89,228
VT-003,Bennington County,Vermont,213,120,111,102
VT-005,Caledonia County,Vermont,224,119,85,139
VT-007,Chittenden County,Vermont,393,111,141,252
VT-009,Essex County,Vermont,173,115,70,103
VT-011,Franklin County,Vermont,344,109,115,229
VT-013,Grand Isle County,Vermont,460,100,91,369
VT-015,Lamoille County,Vermont,225,112,93,132
VT-017,Orange County,Vermont,235,112,80,155
VT-019,Orleans County,Vermont,205,110,77,128
VT-021,Rutland County,Vermont,238,108,89,149
VT-023,Washington County,Vermont,209,112,75,134
VT-025,Windham County,Vermont,283,120,126,157
VT-027,Windsor County,Vermont,269,117,118,151
VA-001,Accomack County,Virginia,1385,111,242,1143
VA-003,Albemarle County,Virginia,1112,99,174,938
VA-005,Alleghany County,Virginia,558,22,-90,648
VA-007,Amelia County,Virginia,1194,59,1,1193
VA-009,Amherst County,Virginia,833,49,-42,875
VA-011,Appomattox County,Virginia,978,52,-20,998
VA-013,Arlington County,Virginia,1218,95,166,1052
VA-015,Augusta County,Virginia,639,75,38,601
VA-017,Bath County,Virginia,502,41,-36,538
VA-019,Bedford County,Virginia,931,44,-49,980
VA-021,Bland County,Virginia,391,36,-44,435
VA-023,Botetourt County,Virginia,790,26,-86,876
VA-025,Brunswick County,Virginia,1329,76,75,1254
VA-027,Buchanan County,Virginia,768,59,2,766
VA-029,Buckingham County,Virginia,1096,66,32,1064
VA-031,Campbell County,Virginia,945,47,-52,997
VA-033,Caroline County,Virginia,1228,83,105,1123
VA-035,Carroll County,Virginia,492,57,0,492
VA-036,Charles City County,Virginia,1493,72,68,1425
VA-037,Charlotte County,Virginia,1021,42,-61,1082
VA-041,Chesterfield County,Virginia,1314,63,21,1293
VA-043,Clarke County,Virginia,904,81,92,812
VA-045,Craig County,Virginia,592,46,-33,625
VA-047,Culpeper County,Virginia,1075,90,132,943
VA-049,Cumberland County,Virginia,1138,56,-2,1140
VA-051,Dickenson County,Virginia,712,46,-40,752
VA-053,Dinwiddie County,Virginia,1322,66,38,1284
VA-057,Essex County,Virginia,1320,76,88,1232
VA-059,Fairfax County,Virginia,1193,99,185,1008
VA-061,Fauquier County,Virginia,1024,96,152,872
VA-063,Floyd County,Virginia,441,56,-3,444
VA-065,Fluvanna County,Virginia,1145,79,74,1071
VA-067,Franklin County,Virginia,929,53,-13,942
VA-069,Frederick County,Virginia,775,76,51,724
VA-071,Giles County,Virginia,540,61,-4,544
VA-073,Gloucester County,Virginia,1469,83,122,1347
VA-075,Goochland County,Virginia,1149,62,11,1138
VA-077,Grayson County,Virginia,318,65,9,309
VA-079,Greene County,Virginia,943,105,183,760
VA-081,Greensville County,Virginia,1412,78,75,1337
VA-083,Halifax County,Virginia,1113,45,-41,1154
VA-085,Hanover County,Virginia,1263,73,60,1203
VA-087,Henrico County,Virginia,1371,73,61,1310
VA-089,Henry County,Virginia,1035,39,-49,1084
VA-091,Highland County,Virginia,311,66,4,307
VA-093,Isle of Wight County,Virginia,1515,84,117,1398
VA-095,James City County,Virginia,1517,85,127,1390
VA-097,King and Queen County,Virginia,1342,73,76,1266
VA-099,King George County,Virginia,1335,99,188,1147
VA-101,King William County,Virginia,1355,75,78,1277
VA-103,Lancaster County,Virginia,1361,79,103,1258
VA-105,Lee County,Virginia,894,52,-34,928
VA-107,Loudoun County,Virginia,1049,98,156,893
VA-109,Louisa County,Virginia,1048,63,21,1027
VA-111,Lunenburg County,Virginia,1147,55,-6,1153
VA-113,Madison County,Virginia,899,98,147,752
VA-115,Mathews County,Virginia,1456,83,120,1336
VA-117,Mecklenburg County,Virginia,1261,69,43,1218
VA-119,Middlesex County,Virginia,1395,78,95,1300
VA-121,Montgomery County,Virginia,657,68,18,639
VA-125,Nelson County,Virginia,883,73,54,829
VA-127,New Kent County,Virginia,1410,72,75,1335
VA-131,Northampton County,Virginia,1432,90,155,1277
VA-133,Northumberland County,Virginia,1380,101,181,1199
VA-135,Nottoway County,Virginia,1192,63,22,1170
VA-137,Orange County,Virginia,1068,80,97,971
VA-139,Page County,Virginia,724,96,123,601
VA-141,Patrick County,Virginia,779,39,-38,817
VA-143,Pittsylvania County,Virginia,1010,30,-113,1123
VA-145,Powhatan County,Virginia,1192,62,11,1181
VA-147,Prince Edward County,Virginia,1073,50,-24,1097
VA-149,Prince George County,Virginia,1458,70,44,1414
VA-153,Prince William County,Virginia,1242,106,235,1007
VA-155,Pulaski County,Virginia,587,54,-7,594
VA-157,Rappahannock County,Virginia,829,91,114,715
VA-159,Richmond County,Virginia,1323,76,96,1227
VA-161,Roanoke County,Virginia,860,63,16,844
VA-163,Rockbridge County,Virginia,697,30,-74,771
VA-165,Rockingham County,Virginia,645,83,63,582
VA-167,Russell County,Virginia,627,54,-20,647
VA-169,Scott County,Virginia,881,53,-31,912
VA-171,Shenandoah County,Virginia,741,85,74,667
VA-173,Smyth County,Virginia,451,64,7,444
VA-175,Southampton County,Virginia,1470,84,112,1358
VA-177,Spotsylvania County,Virginia,1084,81,100,984
VA-179,Stafford County,Virginia,1251,107,237,1014
VA-181,Surry County,Virginia,1501,83,110,1391
VA-183,Sussex County,Virginia,1441,78,89,1352
VA-185,Tazewell County,Virginia,414,50,-13,427
VA-187,Warren County,Virginia,797,87,80,717
VA-191,Washington County,Virginia,692,58,-6,698
VA-193,Westmoreland County,Virginia,1355,95,151,1204
VA-195,Wise County,Virginia,582,40,-68,650
VA-197,Wythe County,Virginia,467,50,-18,485
VA-199,York County,Virginia,1554,88,147,1407
VA-510,Alexandria City,Virginia,1313,99,184,1129
VA-520,Bristol City,Virginia,921,72,29,892
VA-530,Buena Vista City,Virginia,846,24,-93,939
VA-540,Charlottesville City,Virginia,1205,99,184,1021
VA-550,Chesapeake City,Virginia,1546,98,189,1357
VA-570,Colonial Heights City,Virginia,1402,61,0,1402
VA-580,Covington City,Virginia,728,16,-134,862
VA-590,Danville City,Virginia,1166,30,-118,1284
VA-595,Emporia City,Virginia,1429,78,68,1361
VA-600,Fairfax City,Virginia,1123,95,169,954
VA-610,Falls Church City,Virginia,1122,94,150,972
VA-620,Franklin City,Virginia,1476,84,109,1367
VA-630,Fredericksburg City,Virginia,1201,101,197,1004
VA-640,Galax City,Virginia,485,62,10,475
VA-650,Hampton City,Virginia,1594,85,133,1461
VA-660,Harrisonburg City,Virginia,771,82,67,704
VA-670,Hopewell City,Virginia,1435,60,-11,1446
VA-680,Lynchburg City,Virginia,952,50,-32,984
VA-683,Manassas City,Virginia,1246,107,233,1013
VA-685,Manassas Park City,Virginia,1225,106,220,1005
VA-690,Martinsville City,Virginia,1054,41,-38,1092
VA-700,Newport News City,Virginia,1587,86,136,1451
VA-710,Norfolk City,Virginia,1655,98,208,1447
VA-720,Norton City,Virginia,567,37,-77,644
VA-730,Petersburg City,Virginia,1397,66,13,1384
VA-735,Poquoson City,Virginia,1588,84,133,1455
VA-740,Portsmouth City,Virginia,1655,91,173,1482
VA-750,Radford City,Virginia,670,63,10,660
VA-760,Richmond City,Virginia,1363,75,64,1299
VA-770,Roanoke City,Virginia,1082,67,29,1053
VA-775,Salem City,Virginia,1071,70,36,1035
VA-790,Staunton City,Virginia,801,81,68,733
VA-800,Suffolk City,Virginia,1509,85,122,1387
VA-810,Virginia Beach City,Virginia,1608,111,253,1355
VA-820,Waynesboro City,Virginia,853,95,116,737
VA-830,Williamsburg City,Virginia,1508,90,154,1354
VA-840,Winchester City,Virginia,833,77,63,770
WA-001,Adams County,Washington,706,123,269,437
WA-003,Asotin County,Washington,585,126,292,293
WA-005,Benton County,Washington,972,126,341,631
WA-007,Chelan County,Washington,189,122,108,81
WA-009,Clallam County,Washington,33,127,28,5
WA-011,Clark County,Washington,398,128,221,177
WA-013,Columbia County,Washington,461,121,200,261
WA-015,Cowlitz County,Washington,211,127,135,76
WA-017,Douglas County,Washington,674,122,245,429
WA-019,Ferry County,Washington,245,120,117,128
WA-021,Franklin County,Washington,914,125,328,586
WA-023,Garfield County,Washington,530,123,256,274
WA-025,Grant County,Washington,880,122,266,614
WA-027,Grays Harbor County,Washington,102,128,78,24
WA-029,Island County,Washington,106,128,83,23
WA-031,Jefferson County,Washington,31,128,28,3
WA-033,King County,Washington,141,126,89,52
WA-035,Kitsap County,Washington,262,126,166,96
WA-037,Kittitas County,Washington,280,121,128,152
WA-039,Klickitat County,Washington,489,122,227,262
WA-041,Lewis County,Washington,155,128,102,53
WA-043,Lincoln County,Washington,467,118,143,324
WA-045,Mason County,Washington,166,127,111,55
WA-047,Okanogan County,Washington,231,123,123,108
WA-049,Pacific County,Washington,96,128,77,19
WA-051,Pend Oreille County,Washington,223,127,139,84
WA-053,Pierce County,Washington,109,123,69,40
WA-055,San Juan County,Washington,76,125,56,20
WA-057,Skagit County,Washington,83,125,59,24
WA-059,Skamania County,Washington,142,123,93,49
WA-061,Snohomish County,Washington,84,122,57,27
WA-063,Spokane County,Washington,503,126,238,265
WA-065,Stevens County,Washington,395,126,191,204
WA-067,Thurston County,Washington,248,126,140,108
WA-069,Wahkiakum County,Washington,103,127,83,20
WA-071,Walla Walla County,Washington,881,122,278,603
WA-073,Whatcom County,Washington,72,124,51,21
WA-075,Whitman County,Washington,600,124,285,315
WA-077,Yakima County,Washington,331,121,149,182
WV-001,Barbour County,West Virginia,566,63,12,554
WV-003,Berkeley County,West Virginia,833,70,42,791
WV-005,Boone County,West Virginia,865,45,-50,915
WV-007,Braxton County,West Virginia,740,32,-72,812
WV-009,Brooke County,West Virginia,600,33,-91,691
WV-011,Cabell County,West Virginia,1019,58,7,1012
WV-013,Calhoun County,West Virginia,768,32,-68,836
WV-015,Clay County,West Virginia,796,38,-59,855
WV-017,Doddridge County,West Virginia,731,48,-29,760
WV-019,Fayette County,West Virginia,555,33,-67,622
WV-021,Gilmer County,West Virginia,774,33,-57,831
WV-023,Grant County,West Virginia,485,66,14,471
WV-025,Greenbrier County,West Virginia,349,43,-30,379
WV-027,Hampshire County,West Virginia,694,64,8,686
WV-029,Hancock County,West Virginia,548,27,-114,662
WV-031,Hardy County,West Virginia,579,67,14,565
WV-033,Harrison County,West Virginia,700,50,-28,728
WV-035,Jackson County,West Virginia,864,42,-55,919
WV-037,Jefferson County,West Virginia,901,76,67,834
WV-039,Kanawha County,West Virginia,928,46,-41,969
WV-041,Lewis County,West Virginia,733,57,-11,744
WV-043,Lincoln County,West Virginia,1048,59,-1,1049
WV-045,Logan County,West Virginia,952,47,-34,986
WV-047,McDowell County,West Virginia,676,33,-56,732
WV-049,Marion County,West Virginia,620,35,-88,708
WV-051,Marshall County,West Virginia,609,31,-80,689
WV-053,Mason County,West Virginia,814,21,-146,960
WV-055,Mercer County,West Virginia,434,21,-92,526
WV-057,Mineral County,West Virginia,710,53,-16,726
WV-059,Mingo County,West Virginia,1037,53,-16,1053
WV-061,Monongalia County,West Virginia,599,41,-64,663
WV-063,Monroe County,West Virginia,543,45,-32,575
WV-065,Morgan County,West Virginia,771,68,33,738
WV-067,Nicholas County,West Virginia,480,42,-46,526
WV-069,Ohio County,West Virginia,598,36,-71,669
WV-071,Pendleton County,West Virginia,370,70,15,355
WV-073,Pleasants County,West Virginia,745,39,-55,800
WV-075,Pocahontas County,West Virginia,206,62,1,205
WV-077,Preston County,West Virginia,427,70,12,415
WV-079,Putnam County,West Virginia,965,49,-26,991
WV-081,Raleigh County,West Virginia,487,31,-76,563
WV-083,Randolph County,West Virginia,262,82,28,234
WV-085,Ritchie County,West Virginia,753,46,-39,792
WV-087,Roane County,West Virginia,813,40,-61,874
WV-089,Summers County,West Virginia,581,35,-63,644
WV-091,Taylor County,West Virginia,626,40,-67,693
WV-093,Tucker County,West Virginia,271,82,27,244
WV-095,Tyler County,West Virginia,716,31,-71,787
WV-097,Upshur County,West Virginia,547,64,17,530
WV-099,Wayne County,West Virginia,1057,68,37,1020
WV-101,Webster County,West Virginia,354,38,-54,408
WV-103,Wetzel County,West Virginia,624,27,-85,709
WV-105,Wirt County,West Virginia,799,42,-44,843
WV-107,Wood County,West Virginia,847,46,-29,876
WV-109,Wyoming County,West Virginia,644,28,-83,727
WI-001,Adams County,Wisconsin,577,102,114,463
WI-003,Ashland County,Wisconsin,218,68,10,208
WI-005,Barron County,Wisconsin,476,104,99,377
WI-007,Bayfield County,Wisconsin,230,87,40,190
WI-009,Brown County,Wisconsin,445,101,113,332
WI-011,Buffalo County,Wisconsin,708,109,151,557
WI-013,Burnett County,Wisconsin,489,108,124,365
WI-015,Calumet County,Wisconsin,512,99,109,403
WI-017,Chippewa County,Wisconsin,496,102,93,403
WI-019,Clark County,Wisconsin,475,111,120,355
WI-021,Columbia County,Wisconsin,664,107,146,518
WI-023,Crawford County,Wisconsin,709,87,68,641
WI-025,Dane County,Wisconsin,716,108,162,554
WI-027,Dodge County,Wisconsin,617,102,114,503
WI-029,Door County,Wisconsin,279,78,20,259
WI-031,Douglas County,Wisconsin,278,98,68,210
WI-033,Dunn County,Wisconsin,615,110,131,484
WI-035,Eau Claire County,Wisconsin,605,114,158,447
WI-037,Florence County,Wisconsin,202,79,27,175
WI-039,Fond du Lac County,Wisconsin,583,107,130,453
WI-041,Forest County,Wisconsin,176,64,2,174
WI-043,Grant County,Wisconsin,733,87,72,661
WI-045,Green County,Wisconsin,692,92,80,612
WI-047,Green Lake County,Wisconsin,652,112,155,497
WI-049,Iowa County,Wisconsin,670,102,111,559
WI-051,Iron County,Wisconsin,178,52,-12,190
WI-053,Jackson County,Wisconsin,609,114,174,435
WI-055,Jefferson County,Wisconsin,660,86,78,582
WI-057,Juneau County,Wisconsin,579,107,121,458
WI-059,Kenosha County,Wisconsin,705,90,87,618
WI-061,Kewaunee County,Wisconsin,359,95,80,279
WI-063,La Crosse County,Wisconsin,711,106,138,573
WI-065,Lafayette County,Wisconsin,647,80,59,588
WI-067,Langlade County,Wisconsin,255,92,45,210
WI-069,Lincoln County,Wisconsin,309,86,47,262
WI-071,Manitowoc County,Wisconsin,428,102,111,317
WI-073,Marathon County,Wisconsin,429,104,107,322
WI-075,Marinette County,Wisconsin,306,84,38,268
WI-077,Marquette County,Wisconsin,649,108,136,513
WI-078,Menominee County,Wisconsin,351,95,67,284
WI-079,Milwaukee County,Wisconsin,678,100,121,557
WI-081,Monroe County,Wisconsin,569,100,109,460
WI-083,Oconto County,Wisconsin,339,83,35,304
WI-085,Oneida County,Wisconsin,196,52,-17,213
WI-087,Outagamie County,Wisconsin,525,101,113,412
WI-089,Ozaukee County,Wisconsin,557,100,105,452
WI-091,Pepin County,Wisconsin,713,110,146,567
WI-093,Pierce County,Wisconsin,692,115,145,547
WI-095,Polk County,Wisconsin,570,112,140,430
WI-097,Portage County,Wisconsin,536,109,131,405
WI-099,Price County,Wisconsin,257,81,28,229
WI-101,Racine County,Wisconsin,662,85,66,596
WI-103,Richland County,Wisconsin,669,99,101,568
WI-105,Rock County,Wisconsin,727,88,80,647
WI-107,Rusk County,Wisconsin,361,80,36,325
WI-109,St. Croix County,Wisconsin,648,113,144,504
WI-111,Sauk County,Wisconsin,633,96,109,524
WI-113,Sawyer County,Wisconsin,304,93,56,248
WI-115,Shawano County,Wisconsin,439,105,108,331
WI-117,Sheboygan County,Wisconsin,493,99,103,390
WI-119,Taylor County,Wisconsin,342,92,57,285
WI-121,Trempealeau County,Wisconsin,680,112,162,518
WI-123,Vernon County,Wisconsin,621,92,78,543
WI-125,Vilas County,Wisconsin,160,47,-20,180
WI-127,Walworth County,Wisconsin,569,54,-35,604
WI-129,Washburn County,Wisconsin,398,100,87,311
WI-131,Washington County,Wisconsin,543,95,89,454
WI-133,Waukesha County,Wisconsin,616,89,78,538
WI-135,Waupaca County,Wisconsin,564,112,143,421
WI-137,Waushara County,Wisconsin,590,108,136,454
WI-139,Winnebago County,Wisconsin,616,110,137,479
WI-141,Wood County,Wisconsin,528,110,125,403
WY-001,Albany County,Wyoming,73,82,18,55
WY-003,Big Horn County,Wyoming,329,102,78,251
WY-005,Campbell County,Wyoming,530,102,109,421
WY-007,Carbon County,Wyoming,126,83,23,103
WY-009,Converse County,Wyoming,369,75,31,338
WY-011,Crook County,Wyoming,461,91,69,392
WY-013,Fremont County,Wyoming,129,67,7,122
WY-015,Goshen County,Wyoming,552,102,125,427
WY-017,Hot Springs County,Wyoming,287,75,23,264
WY-019,Johnson County,Wyoming,326,90,49,277
WY-021,Laramie County,Wyoming,318,95,78,240
WY-023,Lincoln County,Wyoming,64,109,33,31
WY-025,Natrona County,Wyoming,315,64,14,301
WY-027,Niobrara County,Wyoming,623,106,138,485
WY-029,Park County,Wyoming,55,93,14,41
WY-031,Platte County,Wyoming,463,99,99,364
WY-033,Sheridan County,Wyoming,284,72,19,265
WY-035,Sublette County,Wyoming,12,94,4,8
WY-037,Sweetwater County,Wyoming,197,95,42,155
WY-039,Teton County,Wyoming,8,102,5,3
WY-041,Uinta County,Wyoming,78,104,27,51
WY-043,Washakie County,Wyoming,446,90,64,382
WY-045,Weston County,Wyoming,592,105,130,462
