# Title: January - December 2023 Contiguous U.S. County Cooling Degree Days
# Units: Fahrenheit Degree-Days
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,2333,109,242,2091
AL-003,Baldwin County,Alabama,2998,129,557,2441
AL-005,Barbour County,Alabama,2337,105,164,2173
AL-007,Bibb County,Alabama,2039,78,80,1959
AL-009,Blount County,Alabama,1788,90,124,1664
AL-011,Bullock County,Alabama,2216,97,136,2080
AL-013,Butler County,Alabama,2414,113,275,2139
AL-015,Calhoun County,Alabama,1801,88,125,1676
AL-017,Chambers County,Alabama,1711,71,32,1679
AL-019,Cherokee County,Alabama,1678,59,2,1676
AL-021,Chilton County,Alabama,2010,84,104,1906
AL-023,Choctaw County,Alabama,2611,130,439,2172
AL-025,Clarke County,Alabama,2546,122,351,2195
AL-027,Clay County,Alabama,1666,94,129,1537
AL-029,Cleburne County,Alabama,1600,91,130,1470
AL-031,Coffee County,Alabama,2508,112,249,2259
AL-033,Colbert County,Alabama,1780,90,127,1653
AL-035,Conecuh County,Alabama,2535,111,250,2285
AL-037,Coosa County,Alabama,1906,85,106,1800
AL-039,Covington County,Alabama,2583,119,284,2299
AL-041,Crenshaw County,Alabama,2341,109,236,2105
AL-043,Cullman County,Alabama,1725,85,98,1627
AL-045,Dale County,Alabama,2525,111,223,2302
AL-047,Dallas County,Alabama,2503,121,351,2152
AL-049,DeKalb County,Alabama,1346,35,-107,1453
AL-051,Elmore County,Alabama,2147,82,99,2048
AL-053,Escambia County,Alabama,2623,116,274,2349
AL-055,Etowah County,Alabama,1778,78,78,1700
AL-057,Fayette County,Alabama,1959,65,48,1911
AL-059,Franklin County,Alabama,1751,87,125,1626
AL-061,Geneva County,Alabama,2620,113,258,2362
AL-063,Greene County,Alabama,2257,78,78,2179
AL-065,Hale County,Alabama,2250,91,126,2124
AL-067,Henry County,Alabama,2513,109,201,2312
AL-069,Houston County,Alabama,2668,107,221,2447
AL-071,Jackson County,Alabama,1484,55,-21,1505
AL-073,Jefferson County,Alabama,2003,99,164,1839
AL-075,Lamar County,Alabama,2069,84,131,1938
AL-077,Lauderdale County,Alabama,1657,76,68,1589
AL-079,Lawrence County,Alabama,1680,74,38,1642
AL-081,Lee County,Alabama,1922,69,35,1887
AL-083,Limestone County,Alabama,1657,67,30,1627
AL-085,Lowndes County,Alabama,2477,114,290,2187
AL-087,Macon County,Alabama,2156,84,72,2084
AL-089,Madison County,Alabama,1667,71,46,1621
AL-091,Marengo County,Alabama,2469,116,301,2168
AL-093,Marion County,Alabama,1839,83,102,1737
AL-095,Marshall County,Alabama,1697,75,65,1632
AL-097,Mobile County,Alabama,3052,129,668,2384
AL-099,Monroe County,Alabama,2534,116,307,2227
AL-101,Montgomery County,Alabama,2289,87,125,2164
AL-103,Morgan County,Alabama,1721,75,69,1652
AL-105,Perry County,Alabama,2282,109,222,2060
AL-107,Pickens County,Alabama,2204,84,116,2088
AL-109,Pike County,Alabama,2350,108,205,2145
AL-111,Randolph County,Alabama,1680,97,149,1531
AL-113,Russell County,Alabama,2173,82,73,2100
AL-115,St. Clair County,Alabama,1863,96,148,1715
AL-117,Shelby County,Alabama,1972,95,141,1831
AL-119,Sumter County,Alabama,2387,108,215,2172
AL-121,Talladega County,Alabama,1915,99,149,1766
AL-123,Tallapoosa County,Alabama,1822,73,54,1768
AL-125,Tuscaloosa County,Alabama,2077,59,11,2066
AL-127,Walker County,Alabama,1910,73,72,1838
AL-129,Washington County,Alabama,2711,130,444,2267
AL-131,Wilcox County,Alabama,2534,119,340,2194
AL-133,Winston County,Alabama,1678,72,51,1627
AZ-001,Apache County,Arizona,626,121,195,431
AZ-003,Cochise County,Arizona,1806,126,405,1401
AZ-005,Coconino County,Arizona,839,111,193,646
AZ-007,Gila County,Arizona,1690,125,388,1302
AZ-009,Graham County,Arizona,1964,127,447,1517
AZ-011,Greenlee County,Arizona,1221,126,366,855
AZ-012,La Paz County,Arizona,4024,109,453,3571
AZ-013,Maricopa County,Arizona,3793,115,541,3252
AZ-015,Mohave County,Arizona,2121,95,192,1929
AZ-017,Navajo County,Arizona,820,114,202,618
AZ-019,Pima County,Arizona,3124,127,542,2582
AZ-021,Pinal County,Arizona,3500,126,576,2924
AZ-023,Santa Cruz County,Arizona,1580,125,343,1237
AZ-025,Yavapai County,Arizona,1571,113,291,1280
AZ-027,Yuma County,Arizona,4107,112,517,3590
AR-001,Arkansas County,Arkansas,2375,121,328,2047
AR-003,Ashley County,Arkansas,2532,126,455,2077
AR-005,Baxter County,Arkansas,1528,96,145,1383
AR-007,Benton County,Arkansas,1626,108,212,1414
AR-009,Boone County,Arkansas,1460,92,121,1339
AR-011,Bradley County,Arkansas,2363,118,325,2038
AR-013,Calhoun County,Arkansas,2227,100,174,2053
AR-015,Carroll County,Arkansas,1477,93,129,1348
AR-017,Chicot County,Arkansas,2544,124,377,2167
AR-019,Clark County,Arkansas,2125,89,136,1989
AR-021,Clay County,Arkansas,1818,93,145,1673
AR-023,Cleburne County,Arkansas,1824,113,266,1558
AR-025,Cleveland County,Arkansas,2261,113,253,2008
AR-027,Columbia County,Arkansas,2241,90,123,2118
AR-029,Conway County,Arkansas,2071,116,298,1773
AR-031,Craighead County,Arkansas,1918,99,169,1749
AR-033,Crawford County,Arkansas,1957,114,306,1651
AR-035,Crittenden County,Arkansas,2108,90,115,1993
AR-037,Cross County,Arkansas,2014,83,87,1927
AR-039,Dallas County,Arkansas,2131,95,136,1995
AR-041,Desha County,Arkansas,2402,121,306,2096
AR-043,Drew County,Arkansas,2428,123,368,2060
AR-045,Faulkner County,Arkansas,2096,114,287,1809
AR-047,Franklin County,Arkansas,1879,111,247,1632
AR-049,Fulton County,Arkansas,1551,110,239,1312
AR-051,Garland County,Arkansas,2075,111,281,1794
AR-053,Grant County,Arkansas,2227,110,236,1991
AR-055,Greene County,Arkansas,1854,99,166,1688
AR-057,Hempstead County,Arkansas,2148,87,113,2035
AR-059,Hot Spring County,Arkansas,2148,107,217,1931
AR-061,Howard County,Arkansas,1996,96,173,1823
AR-063,Independence County,Arkansas,1735,98,150,1585
AR-065,Izard County,Arkansas,1570,101,153,1417
AR-067,Jackson County,Arkansas,1861,91,132,1729
AR-069,Jefferson County,Arkansas,2335,120,313,2022
AR-071,Johnson County,Arkansas,1739,106,211,1528
AR-073,Lafayette County,Arkansas,2433,113,277,2156
AR-075,Lawrence County,Arkansas,1748,92,116,1632
AR-077,Lee County,Arkansas,2201,107,214,1987
AR-079,Lincoln County,Arkansas,2419,124,371,2048
AR-081,Little River County,Arkansas,2392,120,369,2023
AR-083,Logan County,Arkansas,2005,105,228,1777
AR-085,Lonoke County,Arkansas,2226,114,262,1964
AR-087,Madison County,Arkansas,1447,110,214,1233
AR-089,Marion County,Arkansas,1519,95,136,1383
AR-091,Miller County,Arkansas,2605,124,430,2175
AR-093,Mississippi County,Arkansas,1914,78,59,1855
AR-095,Monroe County,Arkansas,2294,116,287,2007
AR-097,Montgomery County,Arkansas,1942,110,251,1691
AR-099,Nevada County,Arkansas,2081,69,14,2067
AR-101,Newton County,Arkansas,1332,93,110,1222
AR-103,Ouachita County,Arkansas,2150,76,44,2106
AR-105,Perry County,Arkansas,2099,111,256,1843
AR-107,Phillips County,Arkansas,2317,118,294,2023
AR-109,Pike County,Arkansas,1995,97,168,1827
AR-111,Poinsett County,Arkansas,1960,90,123,1837
AR-113,Polk County,Arkansas,1682,92,156,1526
AR-115,Pope County,Arkansas,1801,105,200,1601
AR-117,Prairie County,Arkansas,2253,114,268,1985
AR-119,Pulaski County,Arkansas,2218,115,283,1935
AR-121,Randolph County,Arkansas,1699,95,148,1551
AR-123,St. Francis County,Arkansas,2114,98,143,1971
AR-125,Saline County,Arkansas,2145,115,279,1866
AR-127,Scott County,Arkansas,1883,107,219,1664
AR-129,Searcy County,Arkansas,1414,89,92,1322
AR-131,Sebastian County,Arkansas,2141,116,325,1816
AR-133,Sevier County,Arkansas,2144,108,259,1885
AR-135,Sharp County,Arkansas,1569,96,145,1424
AR-137,Stone County,Arkansas,1565,99,154,1411
AR-139,Union County,Arkansas,2349,113,252,2097
AR-141,Van Buren County,Arkansas,1637,103,177,1460
AR-143,Washington County,Arkansas,1643,115,278,1365
AR-145,White County,Arkansas,2063,115,280,1783
AR-147,Woodruff County,Arkansas,2070,103,174,1896
AR-149,Yell County,Arkansas,2033,105,214,1819
CA-001,Alameda County,California,686,113,211,475
CA-003,Alpine County,California,97,99,34,63
CA-005,Amador County,California,1043,101,156,887
CA-007,Butte County,California,1359,111,220,1139
CA-009,Calaveras County,California,1087,95,126,961
CA-011,Colusa County,California,1563,110,235,1328
CA-013,Contra Costa County,California,852,103,185,667
CA-015,Del Norte County,California,242,122,150,92
CA-017,El Dorado County,California,643,96,100,543
CA-019,Fresno County,California,781,99,138,643
CA-021,Glenn County,California,1455,112,210,1245
CA-023,Humboldt County,California,339,123,193,146
CA-025,Imperial County,California,4386,113,522,3864
CA-027,Inyo County,California,1698,69,74,1624
CA-029,Kern County,California,1583,75,75,1508
CA-031,Kings County,California,2024,104,272,1752
CA-033,Lake County,California,859,103,138,721
CA-035,Lassen County,California,302,111,100,202
CA-037,Los Angeles County,California,1166,96,178,988
CA-039,Madera County,California,857,96,124,733
CA-041,Marin County,California,115,119,77,38
CA-043,Mariposa County,California,778,96,110,668
CA-045,Mendocino County,California,437,121,142,295
CA-047,Merced County,California,1477,89,142,1335
CA-049,Modoc County,California,317,117,133,184
CA-051,Mono County,California,110,102,41,69
CA-053,Monterey County,California,562,106,171,391
CA-055,Napa County,California,851,99,143,708
CA-057,Nevada County,California,499,101,101,398
CA-059,Orange County,California,1117,101,235,882
CA-061,Placer County,California,591,98,100,491
CA-063,Plumas County,California,251,111,92,159
CA-065,Riverside County,California,2880,105,321,2559
CA-067,Sacramento County,California,1465,103,221,1244
CA-069,San Benito County,California,862,103,188,674
CA-071,San Bernardino County,California,2694,92,205,2489
CA-073,San Diego County,California,1267,94,167,1100
CA-075,San Francisco County,California,110,109,58,52
CA-077,San Joaquin County,California,1417,109,237,1180
CA-079,San Luis Obispo County,California,729,100,142,587
CA-081,San Mateo County,California,149,117,92,57
CA-083,Santa Barbara County,California,490,111,179,311
CA-085,Santa Clara County,California,627,111,203,424
CA-087,Santa Cruz County,California,277,119,174,103
CA-089,Shasta County,California,951,119,252,699
CA-091,Sierra County,California,196,104,67,129
CA-093,Siskiyou County,California,407,120,192,215
CA-095,Solano County,California,1022,94,154,868
CA-097,Sonoma County,California,307,109,115,192
CA-099,Stanislaus County,California,1366,100,172,1194
CA-101,Sutter County,California,1746,106,265,1481
CA-103,Tehama County,California,1261,98,154,1107
CA-105,Trinity County,California,618,122,238,380
CA-107,Tulare County,California,662,93,96,566
CA-109,Tuolumne County,California,344,92,61,283
CA-111,Ventura County,California,602,108,190,412
CA-113,Yolo County,California,1385,88,113,1272
CA-115,Yuba County,California,1422,101,197,1225
CO-001,Adams County,Colorado,644,77,58,586
CO-003,Alamosa County,Colorado,164,129,119,45
CO-005,Arapahoe County,Colorado,566,73,40,526
CO-007,Archuleta County,Colorado,171,129,120,51
CO-009,Baca County,Colorado,1070,73,31,1039
CO-011,Bent County,Colorado,1066,61,9,1057
CO-013,Boulder County,Colorado,128,72,15,113
CO-014,Broomfield County,Colorado,638,82,66,572
CO-015,Chaffee County,Colorado,7,129,7,0
CO-017,Cheyenne County,Colorado,878,72,28,850
CO-019,Clear Creek County,Colorado,0,1,0,0
CO-021,Conejos County,Colorado,41,130,39,2
CO-023,Costilla County,Colorado,80,129,69,11
CO-025,Crowley County,Colorado,966,101,164,802
CO-027,Custer County,Colorado,50,125,40,10
CO-029,Delta County,Colorado,474,122,249,225
CO-031,Denver County,Colorado,673,83,68,605
CO-033,Dolores County,Colorado,114,122,81,33
CO-035,Douglas County,Colorado,281,79,35,246
CO-037,Eagle County,Colorado,24,120,19,5
CO-039,Elbert County,Colorado,442,93,75,367
CO-041,El Paso County,Colorado,434,108,129,305
CO-043,Fremont County,Colorado,230,119,109,121
CO-045,Garfield County,Colorado,204,117,115,89
CO-047,Gilpin County,Colorado,6,96,3,3
CO-049,Grand County,Colorado,0,1,0,0
CO-051,Gunnison County,Colorado,12,127,12,0
CO-053,Hinsdale County,Colorado,0,1,0,0
CO-055,Huerfano County,Colorado,314,122,155,159
CO-057,Jackson County,Colorado,0,1,-1,1
CO-059,Jefferson County,Colorado,197,80,25,172
CO-061,Kiowa County,Colorado,961,61,-8,969
CO-063,Kit Carson County,Colorado,861,85,82,779
CO-065,Lake County,Colorado,0,1,0,0
CO-067,La Plata County,Colorado,224,125,154,70
CO-069,Larimer County,Colorado,62,88,20,42
CO-071,Las Animas County,Colorado,662,99,118,544
CO-073,Lincoln County,Colorado,674,88,84,590
CO-075,Logan County,Colorado,758,73,46,712
CO-077,Mesa County,Colorado,556,119,261,295
CO-079,Mineral County,Colorado,0,1,0,0
CO-081,Moffat County,Colorado,302,109,123,179
CO-083,Montezuma County,Colorado,535,118,215,320
CO-085,Montrose County,Colorado,528,122,278,250
CO-087,Morgan County,Colorado,729,93,112,617
CO-089,Otero County,Colorado,1017,80,77,940
CO-091,Ouray County,Colorado,87,124,77,10
CO-093,Park County,Colorado,0,1,0,0
CO-095,Phillips County,Colorado,887,93,118,769
CO-097,Pitkin County,Colorado,7,124,7,0
CO-099,Prowers County,Colorado,1076,47,-52,1128
CO-101,Pueblo County,Colorado,918,112,216,702
CO-103,Rio Blanco County,Colorado,284,114,131,153
CO-105,Rio Grande County,Colorado,43,130,43,0
CO-107,Routt County,Colorado,46,110,28,18
CO-109,Saguache County,Colorado,31,130,30,1
CO-111,San Juan County,Colorado,0,1,0,0
CO-113,San Miguel County,Colorado,227,123,149,78
CO-115,Sedgwick County,Colorado,835,76,60,775
CO-117,Summit County,Colorado,0,1,0,0
CO-119,Teller County,Colorado,26,114,17,9
CO-121,Washington County,Colorado,705,67,29,676
CO-123,Weld County,Colorado,562,76,60,502
CO-125,Yuma County,Colorado,957,94,143,814
CT-001,Fairfield County,Connecticut,731,117,225,506
CT-003,Hartford County,Connecticut,665,114,182,483
CT-005,Litchfield County,Connecticut,442,112,151,291
CT-007,Middlesex County,Connecticut,637,113,178,459
CT-009,New Haven County,Connecticut,646,109,168,478
CT-011,New London County,Connecticut,612,115,201,411
CT-013,Tolland County,Connecticut,523,111,154,369
CT-015,Windham County,Connecticut,515,111,144,371
DE-001,Kent County,Delaware,1107,101,181,926
DE-003,New Castle County,Delaware,1033,92,131,902
DE-005,Sussex County,Delaware,1152,103,186,966
FL-001,Alachua County,Florida,3160,125,488,2672
FL-003,Baker County,Florida,2877,124,434,2443
FL-005,Bay County,Florida,2996,124,470,2526
FL-007,Bradford County,Florida,3041,124,473,2568
FL-009,Brevard County,Florida,3927,128,780,3147
FL-011,Broward County,Florida,4761,129,1120,3641
FL-013,Calhoun County,Florida,2844,123,402,2442
FL-015,Charlotte County,Florida,4198,127,783,3415
FL-017,Citrus County,Florida,3621,127,781,2840
FL-019,Clay County,Florida,3287,125,699,2588
FL-021,Collier County,Florida,4605,129,941,3664
FL-023,Columbia County,Florida,2828,123,337,2491
FL-027,DeSoto County,Florida,3948,127,719,3229
FL-029,Dixie County,Florida,3258,127,666,2592
FL-031,Duval County,Florida,3246,126,706,2540
FL-033,Escambia County,Florida,3043,130,557,2486
FL-035,Flagler County,Florida,3615,129,870,2745
FL-037,Franklin County,Florida,2959,121,419,2540
FL-039,Gadsden County,Florida,2837,124,421,2416
FL-041,Gilchrist County,Florida,3136,125,572,2564
FL-043,Glades County,Florida,4095,127,761,3334
FL-045,Gulf County,Florida,2902,122,457,2445
FL-047,Hamilton County,Florida,2653,112,213,2440
FL-049,Hardee County,Florida,3971,127,833,3138
FL-051,Hendry County,Florida,4255,126,791,3464
FL-053,Hernando County,Florida,3743,126,884,2859
FL-055,Highlands County,Florida,4008,126,799,3209
FL-057,Hillsborough County,Florida,4055,126,948,3107
FL-059,Holmes County,Florida,2708,116,292,2416
FL-061,Indian River County,Florida,3944,127,853,3091
FL-063,Jackson County,Florida,2783,110,257,2526
FL-065,Jefferson County,Florida,2920,124,471,2449
FL-067,Lafayette County,Florida,2979,123,473,2506
FL-069,Lake County,Florida,3820,128,878,2942
FL-071,Lee County,Florida,4523,129,962,3561
FL-073,Leon County,Florida,2979,125,521,2458
FL-075,Levy County,Florida,3409,126,750,2659
FL-077,Liberty County,Florida,2871,122,449,2422
FL-079,Madison County,Florida,2758,122,342,2416
FL-081,Manatee County,Florida,3955,127,790,3165
FL-083,Marion County,Florida,3521,127,734,2787
FL-085,Martin County,Florida,4409,126,1047,3362
FL-086,Miami-Dade County,Florida,4834,128,1128,3706
FL-087,Monroe County,Florida,4995,128,1095,3900
FL-089,Nassau County,Florida,3071,125,621,2450
FL-091,Okaloosa County,Florida,2958,130,544,2414
FL-093,Okeechobee County,Florida,4040,126,854,3186
FL-095,Orange County,Florida,4024,128,882,3142
FL-097,Osceola County,Florida,4046,128,873,3173
FL-099,Palm Beach County,Florida,4497,127,1011,3486
FL-101,Pasco County,Florida,3809,126,887,2922
FL-103,Pinellas County,Florida,4242,127,941,3301
FL-105,Polk County,Florida,4045,127,890,3155
FL-107,Putnam County,Florida,3509,129,785,2724
FL-109,St. Johns County,Florida,3482,128,853,2629
FL-111,St. Lucie County,Florida,4200,129,938,3262
FL-113,Santa Rosa County,Florida,3010,130,529,2481
FL-115,Sarasota County,Florida,3949,125,635,3314
FL-117,Seminole County,Florida,3900,128,785,3115
FL-119,Sumter County,Florida,3704,128,832,2872
FL-121,Suwannee County,Florida,2821,122,325,2496
FL-123,Taylor County,Florida,3059,126,518,2541
FL-125,Union County,Florida,2931,124,395,2536
FL-127,Volusia County,Florida,3728,128,798,2930
FL-129,Wakulla County,Florida,3053,124,521,2532
FL-131,Walton County,Florida,2852,126,467,2385
FL-133,Washington County,Florida,2814,121,344,2470
GA-001,Appling County,Georgia,2581,113,272,2309
GA-003,Atkinson County,Georgia,2557,113,241,2316
GA-005,Bacon County,Georgia,2665,123,349,2316
GA-007,Baker County,Georgia,2542,98,147,2395
GA-009,Baldwin County,Georgia,2157,91,134,2023
GA-011,Banks County,Georgia,1603,76,41,1562
GA-013,Barrow County,Georgia,1636,67,39,1597
GA-015,Bartow County,Georgia,1598,53,-28,1626
GA-017,Ben Hill County,Georgia,2416,107,215,2201
GA-019,Berrien County,Georgia,2417,99,144,2273
GA-021,Bibb County,Georgia,2152,97,150,2002
GA-023,Bleckley County,Georgia,2253,90,99,2154
GA-025,Brantley County,Georgia,2755,123,490,2265
GA-027,Brooks County,Georgia,2490,104,186,2304
GA-029,Bryan County,Georgia,2488,94,153,2335
GA-031,Bulloch County,Georgia,2323,89,137,2186
GA-033,Burke County,Georgia,2000,64,32,1968
GA-035,Butts County,Georgia,2015,108,242,1773
GA-037,Calhoun County,Georgia,2439,97,138,2301
GA-039,Camden County,Georgia,2921,122,519,2402
GA-043,Candler County,Georgia,2304,83,105,2199
GA-045,Carroll County,Georgia,1640,103,200,1440
GA-047,Catoosa County,Georgia,1572,73,46,1526
GA-049,Charlton County,Georgia,2913,123,549,2364
GA-051,Chatham County,Georgia,2560,100,216,2344
GA-053,Chattahoochee County,Georgia,2136,77,56,2080
GA-055,Chattooga County,Georgia,1494,34,-109,1603
GA-057,Cherokee County,Georgia,1445,48,-38,1483
GA-059,Clarke County,Georgia,1649,53,-12,1661
GA-061,Clay County,Georgia,2427,106,169,2258
GA-063,Clayton County,Georgia,1862,101,172,1690
GA-065,Clinch County,Georgia,2671,120,318,2353
GA-067,Cobb County,Georgia,1682,85,104,1578
GA-069,Coffee County,Georgia,2507,114,232,2275
GA-071,Colquitt County,Georgia,2393,104,161,2232
GA-073,Columbia County,Georgia,1976,75,66,1910
GA-075,Cook County,Georgia,2401,99,141,2260
GA-077,Coweta County,Georgia,1811,101,187,1624
GA-079,Crawford County,Georgia,2081,98,140,1941
GA-081,Crisp County,Georgia,2466,119,347,2119
GA-083,Dade County,Georgia,1310,46,-66,1376
GA-085,Dawson County,Georgia,1161,39,-77,1238
GA-087,Decatur County,Georgia,2716,114,269,2447
GA-089,DeKalb County,Georgia,1783,101,167,1616
GA-091,Dodge County,Georgia,2308,92,105,2203
GA-093,Dooly County,Georgia,2380,112,272,2108
GA-095,Dougherty County,Georgia,2526,102,174,2352
GA-097,Douglas County,Georgia,1709,99,187,1522
GA-099,Early County,Georgia,2554,105,181,2373
GA-101,Echols County,Georgia,2581,108,201,2380
GA-103,Effingham County,Georgia,2393,102,202,2191
GA-105,Elbert County,Georgia,1775,83,93,1682
GA-107,Emanuel County,Georgia,2185,74,62,2123
GA-109,Evans County,Georgia,2403,82,110,2293
GA-111,Fannin County,Georgia,845,34,-90,935
GA-113,Fayette County,Georgia,1860,97,168,1692
GA-115,Floyd County,Georgia,1648,54,-18,1666
GA-117,Forsyth County,Georgia,1393,55,-24,1417
GA-119,Franklin County,Georgia,1603,66,20,1583
GA-121,Fulton County,Georgia,1742,98,164,1578
GA-123,Gilmer County,Georgia,964,31,-106,1070
GA-125,Glascock County,Georgia,1924,66,37,1887
GA-127,Glynn County,Georgia,2726,116,293,2433
GA-129,Gordon County,Georgia,1573,45,-55,1628
GA-131,Grady County,Georgia,2657,119,296,2361
GA-133,Greene County,Georgia,1852,73,61,1791
GA-135,Gwinnett County,Georgia,1618,82,85,1533
GA-137,Habersham County,Georgia,1229,71,26,1203
GA-139,Hall County,Georgia,1449,62,14,1435
GA-141,Hancock County,Georgia,1986,77,79,1907
GA-143,Haralson County,Georgia,1541,99,163,1378
GA-145,Harris County,Georgia,1839,70,33,1806
GA-147,Hart County,Georgia,1628,76,49,1579
GA-149,Heard County,Georgia,1798,106,197,1601
GA-151,Henry County,Georgia,1910,102,171,1739
GA-153,Houston County,Georgia,2248,94,149,2099
GA-155,Irwin County,Georgia,2396,105,192,2204
GA-157,Jackson County,Georgia,1656,74,51,1605
GA-159,Jasper County,Georgia,2069,110,303,1766
GA-161,Jeff Davis County,Georgia,2499,110,239,2260
GA-163,Jefferson County,Georgia,1973,63,31,1942
GA-165,Jenkins County,Georgia,2107,72,81,2026
GA-167,Johnson County,Georgia,2142,75,65,2077
GA-169,Jones County,Georgia,2119,104,204,1915
GA-171,Lamar County,Georgia,1941,103,185,1756
GA-173,Lanier County,Georgia,2470,105,171,2299
GA-175,Laurens County,Georgia,2267,85,93,2174
GA-177,Lee County,Georgia,2507,112,249,2258
GA-179,Liberty County,Georgia,2491,88,121,2370
GA-181,Lincoln County,Georgia,1875,62,14,1861
GA-183,Long County,Georgia,2511,92,148,2363
GA-185,Lowndes County,Georgia,2460,97,154,2306
GA-187,Lumpkin County,Georgia,1056,50,-31,1087
GA-189,McDuffie County,Georgia,1876,66,40,1836
GA-191,McIntosh County,Georgia,2580,93,140,2440
GA-193,Macon County,Georgia,2253,106,194,2059
GA-195,Madison County,Georgia,1672,82,81,1591
GA-197,Marion County,Georgia,2058,84,91,1967
GA-199,Meriwether County,Georgia,1810,96,124,1686
GA-201,Miller County,Georgia,2604,105,185,2419
GA-205,Mitchell County,Georgia,2528,105,173,2355
GA-207,Monroe County,Georgia,2039,103,203,1836
GA-209,Montgomery County,Georgia,2415,106,165,2250
GA-211,Morgan County,Georgia,1897,96,153,1744
GA-213,Murray County,Georgia,1398,45,-62,1460
GA-215,Muscogee County,Georgia,2066,67,21,2045
GA-217,Newton County,Georgia,1904,106,208,1696
GA-219,Oconee County,Georgia,1696,54,0,1696
GA-221,Oglethorpe County,Georgia,1734,70,44,1690
GA-223,Paulding County,Georgia,1623,87,108,1515
GA-225,Peach County,Georgia,2145,96,145,2000
GA-227,Pickens County,Georgia,1193,32,-102,1295
GA-229,Pierce County,Georgia,2774,123,457,2317
GA-231,Pike County,Georgia,1889,101,150,1739
GA-233,Polk County,Georgia,1691,94,138,1553
GA-235,Pulaski County,Georgia,2338,98,154,2184
GA-237,Putnam County,Georgia,2090,106,226,1864
GA-239,Quitman County,Georgia,2321,99,145,2176
GA-241,Rabun County,Georgia,873,73,23,850
GA-243,Randolph County,Georgia,2298,97,152,2146
GA-245,Richmond County,Georgia,2027,68,46,1981
GA-247,Rockdale County,Georgia,1843,101,165,1678
GA-249,Schley County,Georgia,2192,105,165,2027
GA-251,Screven County,Georgia,2153,80,96,2057
GA-253,Seminole County,Georgia,2723,110,235,2488
GA-255,Spalding County,Georgia,1927,102,157,1770
GA-257,Stephens County,Georgia,1472,37,-54,1526
GA-259,Stewart County,Georgia,2194,95,117,2077
GA-261,Sumter County,Georgia,2373,111,237,2136
GA-263,Talbot County,Georgia,1893,74,51,1842
GA-265,Taliaferro County,Georgia,1827,69,39,1788
GA-267,Tattnall County,Georgia,2454,92,128,2326
GA-269,Taylor County,Georgia,2047,93,109,1938
GA-271,Telfair County,Georgia,2435,106,179,2256
GA-273,Terrell County,Georgia,2386,106,181,2205
GA-275,Thomas County,Georgia,2569,113,259,2310
GA-277,Tift County,Georgia,2356,102,161,2195
GA-279,Toombs County,Georgia,2446,106,166,2280
GA-281,Towns County,Georgia,779,76,32,747
GA-283,Treutlen County,Georgia,2282,86,88,2194
GA-285,Troup County,Georgia,1827,89,116,1711
GA-287,Turner County,Georgia,2370,112,248,2122
GA-289,Twiggs County,Georgia,2192,91,112,2080
GA-291,Union County,Georgia,800,57,-9,809
GA-293,Upson County,Georgia,1942,94,129,1813
GA-295,Walker County,Georgia,1428,54,-35,1463
GA-297,Walton County,Georgia,1719,80,87,1632
GA-299,Ware County,Georgia,2812,123,467,2345
GA-301,Warren County,Georgia,1854,62,28,1826
GA-303,Washington County,Georgia,2084,76,72,2012
GA-305,Wayne County,Georgia,2599,115,286,2313
GA-307,Webster County,Georgia,2218,102,153,2065
GA-309,Wheeler County,Georgia,2431,104,164,2267
GA-311,White County,Georgia,1112,73,33,1079
GA-313,Whitfield County,Georgia,1554,67,11,1543
GA-315,Wilcox County,Georgia,2399,107,232,2167
GA-317,Wilkes County,Georgia,1817,72,48,1769
GA-319,Wilkinson County,Georgia,2202,82,106,2096
GA-321,Worth County,Georgia,2421,110,217,2204
ID-001,Ada County,Idaho,984,119,257,727
ID-003,Adams County,Idaho,282,115,107,175
ID-005,Bannock County,Idaho,363,107,94,269
ID-007,Bear Lake County,Idaho,121,107,51,70
ID-009,Benewah County,Idaho,335,127,186,149
ID-011,Bingham County,Idaho,384,112,121,263
ID-013,Blaine County,Idaho,215,101,63,152
ID-015,Boise County,Idaho,241,110,71,170
ID-017,Bonner County,Idaho,255,127,158,97
ID-019,Bonneville County,Idaho,196,111,74,122
ID-021,Boundary County,Idaho,178,126,125,53
ID-023,Butte County,Idaho,225,97,56,169
ID-025,Camas County,Idaho,170,111,66,104
ID-027,Canyon County,Idaho,985,121,270,715
ID-029,Caribou County,Idaho,160,101,49,111
ID-031,Cassia County,Idaho,425,108,106,319
ID-033,Clark County,Idaho,150,101,40,110
ID-035,Clearwater County,Idaho,229,118,103,126
ID-037,Custer County,Idaho,52,110,27,25
ID-039,Elmore County,Idaho,504,114,149,355
ID-041,Franklin County,Idaho,317,107,103,214
ID-043,Fremont County,Idaho,118,111,47,71
ID-045,Gem County,Idaho,677,110,160,517
ID-047,Gooding County,Idaho,730,120,225,505
ID-049,Idaho County,Idaho,111,116,55,56
ID-051,Jefferson County,Idaho,354,110,104,250
ID-053,Jerome County,Idaho,701,121,230,471
ID-055,Kootenai County,Idaho,368,126,192,176
ID-057,Latah County,Idaho,325,124,155,170
ID-059,Lemhi County,Idaho,86,112,42,44
ID-061,Lewis County,Idaho,325,123,149,176
ID-063,Lincoln County,Idaho,600,121,225,375
